Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.140161	-5.140161
1	0.950747	7500	-5.068626	-10.208787
2	0.926679	7500	-4.983788	-15.192574
3	0.902980	7500	-4.956507	-20.149082
4	0.879648	7500	-4.860651	-25.009732
5	0.856682	7500	-4.827420	-29.837153
6	0.834079	7500	-4.720087	-34.557239
7	0.811838	7500	-4.663139	-39.220378
8	0.789957	7500	-4.589014	-43.809392
9	0.768433	7500	-4.505177	-48.314569
10	0.747266	7500	-4.464741	-52.779310
11	0.726452	7500	-4.364373	-57.143683
12	0.705989	7500	-4.357300	-61.500983
13	0.685877	7500	-4.284753	-65.785736
14	0.666112	7500	-4.210521	-69.996257
15	0.646693	7500	-4.145486	-74.141744
16	0.627618	7500	-4.086779	-78.228523
17	0.608884	7500	-4.026068	-82.254591
18	0.590490	7500	-3.942855	-86.197447
19	0.572433	7500	-3.884931	-90.082378
20	0.554712	7500	-3.866935	-93.949313
21	0.537324	7500	-3.757543	-97.706856
22	0.520268	7500	-3.707924	-101.414780
23	0.503540	7500	-3.658548	-105.073328
24	0.487139	7500	-3.571865	-108.645193
25	0.471063	7500	-3.507711	-112.152904
26	0.455310	7500	-3.459061	-115.611965
27	0.439877	7500	-3.400786	-119.012750
28	0.424762	7500	-3.340109	-122.352860
29	0.409963	7500	-3.286933	-125.639793
30	0.395478	7500	-3.241345	-128.881138
31	0.381305	7500	-3.179263	-132.060401
32	0.367440	7500	-3.122839	-135.183240
33	0.353883	7500	-3.075024	-138.258263
34	0.340630	7500	-3.018486	-141.276749
35	0.327680	7500	-2.961842	-144.238592
36	0.315030	7500	-2.903554	-147.142146
37	0.302677	7500	-2.841117	-149.983263
38	0.290619	7500	-2.796154	-152.779417
39	0.278855	7500	-2.734528	-155.513944
40	0.267381	7500	-2.681891	-158.195835
41	0.256195	7500	-2.625661	-160.821496
42	0.245294	7500	-2.573774	-163.395270
43	0.234677	7500	-2.511862	-165.907131
44	0.224340	7500	-2.455913	-168.363044
45	0.214281	7500	-2.423588	-170.786632
46	0.204498	7500	-2.372519	-173.159152
47	0.194988	7500	-2.323058	-175.482210
48	0.185749	7500	-2.269742	-177.751952
49	0.176777	7500	-2.224543	-179.976495
50	0.168070	7500	-2.173382	-182.149877
51	0.159626	7500	-2.119847	-184.269724
52	0.151441	7500	-2.078684	-186.348408
53	0.143514	7500	-2.018560	-188.366968
54	0.135841	7500	-1.985317	-190.352285
55	0.128420	7500	-1.922735	-192.275021
56	0.121247	7500	-1.863091	-194.138112
57	0.114320	7500	-1.819464	-195.957576
58	0.107637	7500	-1.767536	-197.725111
59	0.101193	7500	-1.714603	-199.439714
60	0.094986	7500	-1.674250	-201.113963
61	0.089014	7500	-1.620294	-202.734257
62	0.083273	7500	-1.574938	-204.309195
63	0.077760	7500	-1.518825	-205.828020
64	0.072472	7500	-1.470968	-207.298988
65	0.067406	7500	-1.416461	-208.715449
66	0.062558	7500	-1.367245	-210.082694
67	0.057926	7500	-1.324591	-211.407285
68	0.053506	7500	-1.270119	-212.677404
69	0.049295	7500	-1.221673	-213.899077
70	0.045289	7500	-1.195177	-215.094254
71	0.041485	7500	-1.123807	-216.218061
72	0.037880	7500	-1.083773	-217.301834
73	0.034469	7500	-1.028305	-218.330139
74	0.031250	7500	-0.977543	-219.307683
75	0.028218	7500	-0.936985	-220.244667
76	0.025370	7500	-0.882223	-221.126890
77	0.022702	7500	-0.831243	-221.958134
78	0.020209	7500	-0.780407	-222.738541
79	0.017889	7500	-0.733896	-223.472437
80	0.015736	7500	-0.683395	-224.155832
81	0.013746	7500	-0.639236	-224.795068
82	0.011916	7500	-0.597696	-225.392764
83	0.010240	7500	-0.543540	-225.936304
84	0.008714	7500	-0.500069	-226.436373
85	0.007334	7500	-0.454326	-226.890699
86	0.006093	7500	-0.410080	-227.300779
87	0.004988	7500	-0.368145	-227.668924
88	0.004013	7500	-0.324205	-227.993129
89	0.003162	7500	-0.283854	-228.276983
90	0.002430	7500	-0.243810	-228.520793
91	0.001810	7500	-0.209497	-228.730290
92	0.001296	7500	-0.174149	-228.904439
93	0.000882	7500	-0.140727	-229.045165
94	0.000559	7500	-0.109766	-229.154931
95	0.000320	7500	-0.080574	-229.235506
96	0.000156	7500	-0.056083	-229.291589
97	0.000057	7500	-0.033584	-229.325174
98	0.000010	7500	-0.015798	-229.340972
99	0.000000	7500	-0.003435	-229.344407
Log marginal likelihood:	-229.344407
