Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.050728	-5.050728
1	0.950747	7500	-4.986300	-10.037028
2	0.926679	7500	-4.884084	-14.921112
3	0.902980	7500	-4.820778	-19.741891
4	0.879648	7500	-4.734396	-24.476287
5	0.856682	7500	-4.725562	-29.201849
6	0.834079	7500	-4.645537	-33.847386
7	0.811838	7500	-4.555061	-38.402447
8	0.789957	7500	-4.453024	-42.855471
9	0.768433	7500	-4.446399	-47.301870
10	0.747266	7500	-4.378398	-51.680268
11	0.726452	7500	-4.299384	-55.979652
12	0.705989	7500	-4.233478	-60.213130
13	0.685877	7500	-4.206116	-64.419246
14	0.666112	7500	-4.113565	-68.532810
15	0.646693	7500	-4.057427	-72.590238
16	0.627618	7500	-3.978135	-76.568372
17	0.608884	7500	-3.913934	-80.482306
18	0.590490	7500	-3.866733	-84.349040
19	0.572433	7500	-3.798418	-88.147458
20	0.554712	7500	-3.726348	-91.873806
21	0.537324	7500	-3.667039	-95.540844
22	0.520268	7500	-3.605636	-99.146480
23	0.503540	7500	-3.565208	-102.711688
24	0.487139	7500	-3.497214	-106.208902
25	0.471063	7500	-3.468542	-109.677444
26	0.455310	7500	-3.416096	-113.093540
27	0.439877	7500	-3.342507	-116.436047
28	0.424762	7500	-3.285393	-119.721440
29	0.409963	7500	-3.239580	-122.961020
30	0.395478	7500	-3.164532	-126.125552
31	0.381305	7500	-3.106700	-129.232252
32	0.367440	7500	-3.064295	-132.296547
33	0.353883	7500	-3.010620	-135.307168
34	0.340630	7500	-2.952714	-138.259882
35	0.327680	7500	-2.897885	-141.157767
36	0.315030	7500	-2.852583	-144.010350
37	0.302677	7500	-2.793943	-146.804292
38	0.290619	7500	-2.735299	-149.539591
39	0.278855	7500	-2.679793	-152.219384
40	0.267381	7500	-2.639109	-154.858493
41	0.256195	7500	-2.580863	-157.439356
42	0.245294	7500	-2.535312	-159.974668
43	0.234677	7500	-2.475794	-162.450462
44	0.224340	7500	-2.439195	-164.889656
45	0.214281	7500	-2.380920	-167.270576
46	0.204498	7500	-2.326551	-169.597128
47	0.194988	7500	-2.276943	-171.874070
48	0.185749	7500	-2.227206	-174.101276
49	0.176777	7500	-2.162548	-176.263824
50	0.168070	7500	-2.128092	-178.391915
51	0.159626	7500	-2.076768	-180.468684
52	0.151441	7500	-2.031008	-182.499691
53	0.143514	7500	-1.997582	-184.497273
54	0.135841	7500	-1.931928	-186.429201
55	0.128420	7500	-1.886990	-188.316192
56	0.121247	7500	-1.834845	-190.151037
57	0.114320	7500	-1.783717	-191.934754
58	0.107637	7500	-1.737911	-193.672665
59	0.101193	7500	-1.680093	-195.352758
60	0.094986	7500	-1.643845	-196.996604
61	0.089014	7500	-1.594211	-198.590814
62	0.083273	7500	-1.543848	-200.134662
63	0.077760	7500	-1.487016	-201.621678
64	0.072472	7500	-1.448428	-203.070106
65	0.067406	7500	-1.398303	-204.468408
66	0.062558	7500	-1.354285	-205.822694
67	0.057926	7500	-1.298212	-207.120906
68	0.053506	7500	-1.240873	-208.361779
69	0.049295	7500	-1.209708	-209.571487
70	0.045289	7500	-1.159805	-210.731292
71	0.041485	7500	-1.101193	-211.832485
72	0.037880	7500	-1.057507	-212.889992
73	0.034469	7500	-1.010359	-213.900351
74	0.031250	7500	-0.961529	-214.861880
75	0.028218	7500	-0.909066	-215.770946
76	0.025370	7500	-0.862206	-216.633152
77	0.022702	7500	-0.822027	-217.455178
78	0.020209	7500	-0.772641	-218.227820
79	0.017889	7500	-0.718237	-218.946057
80	0.015736	7500	-0.671293	-219.617350
81	0.013746	7500	-0.626538	-220.243888
82	0.011916	7500	-0.581634	-220.825522
83	0.010240	7500	-0.531968	-221.357490
84	0.008714	7500	-0.491188	-221.848678
85	0.007334	7500	-0.447106	-222.295784
86	0.006093	7500	-0.401826	-222.697609
87	0.004988	7500	-0.363237	-223.060846
88	0.004013	7500	-0.319227	-223.380074
89	0.003162	7500	-0.280283	-223.660357
90	0.002430	7500	-0.241226	-223.901583
91	0.001810	7500	-0.207116	-224.108698
92	0.001296	7500	-0.171321	-224.280019
93	0.000882	7500	-0.139359	-224.419377
94	0.000559	7500	-0.107638	-224.527015
95	0.000320	7500	-0.079801	-224.606817
96	0.000156	7500	-0.054724	-224.661540
97	0.000057	7500	-0.033392	-224.694933
98	0.000010	7500	-0.015441	-224.710374
99	0.000000	7500	-0.003367	-224.713741
Log marginal likelihood:	-224.713741
