Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.267755	-5.267755
1	0.950747	7500	-5.199461	-10.467216
2	0.926679	7500	-5.141909	-15.609125
3	0.902980	7500	-5.060017	-20.669142
4	0.879648	7500	-4.936902	-25.606044
5	0.856682	7500	-4.966618	-30.572662
6	0.834079	7500	-4.889125	-35.461788
7	0.811838	7500	-4.785052	-40.246839
8	0.789957	7500	-4.679016	-44.925855
9	0.768433	7500	-4.571959	-49.497814
10	0.747266	7500	-4.506032	-54.003846
11	0.726452	7500	-4.478666	-58.482512
12	0.705989	7500	-4.431248	-62.913760
13	0.685877	7500	-4.356888	-67.270648
14	0.666112	7500	-4.267096	-71.537744
15	0.646693	7500	-4.241459	-75.779203
16	0.627618	7500	-4.164269	-79.943472
17	0.608884	7500	-4.104777	-84.048249
18	0.590490	7500	-4.009712	-88.057960
19	0.572433	7500	-3.964612	-92.022573
20	0.554712	7500	-3.870142	-95.892715
21	0.537324	7500	-3.851389	-99.744104
22	0.520268	7500	-3.780053	-103.524157
23	0.503540	7500	-3.713002	-107.237159
24	0.487139	7500	-3.655713	-110.892872
25	0.471063	7500	-3.606613	-114.499486
26	0.455310	7500	-3.511612	-118.011097
27	0.439877	7500	-3.490061	-121.501159
28	0.424762	7500	-3.421918	-124.923077
29	0.409963	7500	-3.348491	-128.271568
30	0.395478	7500	-3.295018	-131.566586
31	0.381305	7500	-3.253093	-134.819679
32	0.367440	7500	-3.203074	-138.022753
33	0.353883	7500	-3.144628	-141.167381
34	0.340630	7500	-3.070551	-144.237932
35	0.327680	7500	-3.009257	-147.247190
36	0.315030	7500	-2.964999	-150.212189
37	0.302677	7500	-2.905471	-153.117660
38	0.290619	7500	-2.862767	-155.980427
39	0.278855	7500	-2.808273	-158.788700
40	0.267381	7500	-2.742994	-161.531694
41	0.256195	7500	-2.688036	-164.219731
42	0.245294	7500	-2.626879	-166.846610
43	0.234677	7500	-2.581329	-169.427939
44	0.224340	7500	-2.534617	-171.962556
45	0.214281	7500	-2.484047	-174.446603
46	0.204498	7500	-2.424289	-176.870892
47	0.194988	7500	-2.378365	-179.249257
48	0.185749	7500	-2.311001	-181.560258
49	0.176777	7500	-2.269375	-183.829633
50	0.168070	7500	-2.214019	-186.043653
51	0.159626	7500	-2.161780	-188.205432
52	0.151441	7500	-2.111236	-190.316668
53	0.143514	7500	-2.056759	-192.373427
54	0.135841	7500	-2.010483	-194.383910
55	0.128420	7500	-1.957433	-196.341343
56	0.121247	7500	-1.914333	-198.255675
57	0.114320	7500	-1.866339	-200.122015
58	0.107637	7500	-1.797546	-201.919560
59	0.101193	7500	-1.753028	-203.672589
60	0.094986	7500	-1.706279	-205.378868
61	0.089014	7500	-1.646406	-207.025274
62	0.083273	7500	-1.602536	-208.627810
63	0.077760	7500	-1.550592	-210.178402
64	0.072472	7500	-1.491548	-211.669950
65	0.067406	7500	-1.449386	-213.119335
66	0.062558	7500	-1.395415	-214.514751
67	0.057926	7500	-1.351333	-215.866084
68	0.053506	7500	-1.298040	-217.164124
69	0.049295	7500	-1.246651	-218.410775
70	0.045289	7500	-1.194604	-219.605379
71	0.041485	7500	-1.147793	-220.753172
72	0.037880	7500	-1.098900	-221.852072
73	0.034469	7500	-1.049651	-222.901723
74	0.031250	7500	-0.989245	-223.890968
75	0.028218	7500	-0.951436	-224.842405
76	0.025370	7500	-0.902920	-225.745325
77	0.022702	7500	-0.848983	-226.594308
78	0.020209	7500	-0.792058	-227.386366
79	0.017889	7500	-0.750949	-228.137315
80	0.015736	7500	-0.698128	-228.835442
81	0.013746	7500	-0.653329	-229.488771
82	0.011916	7500	-0.601935	-230.090706
83	0.010240	7500	-0.553475	-230.644181
84	0.008714	7500	-0.509621	-231.153803
85	0.007334	7500	-0.463886	-231.617689
86	0.006093	7500	-0.418144	-232.035833
87	0.004988	7500	-0.373007	-232.408840
88	0.004013	7500	-0.330072	-232.738912
89	0.003162	7500	-0.288939	-233.027851
90	0.002430	7500	-0.253997	-233.281848
91	0.001810	7500	-0.212452	-233.494300
92	0.001296	7500	-0.177825	-233.672125
93	0.000882	7500	-0.142546	-233.814672
94	0.000559	7500	-0.111741	-233.926412
95	0.000320	7500	-0.081777	-234.008189
96	0.000156	7500	-0.056678	-234.064867
97	0.000057	7500	-0.034559	-234.099426
98	0.000010	7500	-0.016173	-234.115600
99	0.000000	7500	-0.003468	-234.119068
Log marginal likelihood:	-234.119068
