Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.654628	-5.654628
1	0.950747	7500	-5.588554	-11.243181
2	0.926679	7500	-5.504130	-16.747311
3	0.902980	7500	-5.423843	-22.171154
4	0.879648	7500	-5.346672	-27.517826
5	0.856682	7500	-5.259744	-32.777570
6	0.834079	7500	-5.184218	-37.961788
7	0.811838	7500	-5.116534	-43.078321
8	0.789957	7500	-5.090607	-48.168928
9	0.768433	7500	-4.949691	-53.118619
10	0.747266	7500	-4.891355	-58.009973
11	0.726452	7500	-4.809956	-62.819930
12	0.705989	7500	-4.750244	-67.570174
13	0.685877	7500	-4.686980	-72.257154
14	0.666112	7500	-4.628336	-76.885490
15	0.646693	7500	-4.557917	-81.443408
16	0.627618	7500	-4.472772	-85.916179
17	0.608884	7500	-4.410146	-90.326325
18	0.590490	7500	-4.321225	-94.647550
19	0.572433	7500	-4.252948	-98.900499
20	0.554712	7500	-4.195530	-103.096029
21	0.537324	7500	-4.111080	-107.207109
22	0.520268	7500	-4.059449	-111.266558
23	0.503540	7500	-3.981427	-115.247985
24	0.487139	7500	-3.929682	-119.177667
25	0.471063	7500	-3.859037	-123.036704
26	0.455310	7500	-3.808527	-126.845231
27	0.439877	7500	-3.739034	-130.584265
28	0.424762	7500	-3.670424	-134.254689
29	0.409963	7500	-3.585048	-137.839737
30	0.395478	7500	-3.560769	-141.400506
31	0.381305	7500	-3.484921	-144.885427
32	0.367440	7500	-3.425696	-148.311122
33	0.353883	7500	-3.367354	-151.678476
34	0.340630	7500	-3.286913	-154.965389
35	0.327680	7500	-3.256406	-158.221795
36	0.315030	7500	-3.185377	-161.407172
37	0.302677	7500	-3.120964	-164.528136
38	0.290619	7500	-3.067363	-167.595499
39	0.278855	7500	-3.011575	-170.607074
40	0.267381	7500	-2.948736	-173.555810
41	0.256195	7500	-2.899649	-176.455459
42	0.245294	7500	-2.827710	-179.283168
43	0.234677	7500	-2.780569	-182.063737
44	0.224340	7500	-2.731093	-184.794830
45	0.214281	7500	-2.677171	-187.472002
46	0.204498	7500	-2.614694	-190.086695
47	0.194988	7500	-2.552013	-192.638709
48	0.185749	7500	-2.495200	-195.133908
49	0.176777	7500	-2.439775	-197.573683
50	0.168070	7500	-2.378270	-199.951953
51	0.159626	7500	-2.321985	-202.273938
52	0.151441	7500	-2.285007	-204.558945
53	0.143514	7500	-2.219187	-206.778132
54	0.135841	7500	-2.164474	-208.942606
55	0.128420	7500	-2.125054	-211.067660
56	0.121247	7500	-2.055080	-213.122740
57	0.114320	7500	-1.994122	-215.116862
58	0.107637	7500	-1.946460	-217.063322
59	0.101193	7500	-1.895930	-218.959252
60	0.094986	7500	-1.828875	-220.788127
61	0.089014	7500	-1.777280	-222.565407
62	0.083273	7500	-1.726983	-224.292390
63	0.077760	7500	-1.666411	-225.958801
64	0.072472	7500	-1.604672	-227.563473
65	0.067406	7500	-1.563429	-229.126902
66	0.062558	7500	-1.499413	-230.626315
67	0.057926	7500	-1.454303	-232.080619
68	0.053506	7500	-1.392054	-233.472673
69	0.049295	7500	-1.336914	-234.809587
70	0.045289	7500	-1.290012	-236.099600
71	0.041485	7500	-1.232460	-237.332060
72	0.037880	7500	-1.167485	-238.499545
73	0.034469	7500	-1.123122	-239.622666
74	0.031250	7500	-1.069726	-240.692392
75	0.028218	7500	-1.017252	-241.709644
76	0.025370	7500	-0.958486	-242.668131
77	0.022702	7500	-0.904014	-243.572145
78	0.020209	7500	-0.844821	-244.416966
79	0.017889	7500	-0.800600	-245.217566
80	0.015736	7500	-0.745836	-245.963402
81	0.013746	7500	-0.690873	-246.654275
82	0.011916	7500	-0.640361	-247.294636
83	0.010240	7500	-0.592452	-247.887087
84	0.008714	7500	-0.542453	-248.429540
85	0.007334	7500	-0.492916	-248.922456
86	0.006093	7500	-0.440352	-249.362809
87	0.004988	7500	-0.397709	-249.760518
88	0.004013	7500	-0.355073	-250.115591
89	0.003162	7500	-0.310106	-250.425696
90	0.002430	7500	-0.267640	-250.693336
91	0.001810	7500	-0.227953	-250.921289
92	0.001296	7500	-0.187286	-251.108575
93	0.000882	7500	-0.153295	-251.261870
94	0.000559	7500	-0.120153	-251.382022
95	0.000320	7500	-0.088944	-251.470966
96	0.000156	7500	-0.060910	-251.531876
97	0.000057	7500	-0.036626	-251.568503
98	0.000010	7500	-0.017166	-251.585669
99	0.000000	7500	-0.003735	-251.589403
Log marginal likelihood:	-251.589403
