Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.686861	-5.686861
1	0.950747	7500	-5.602891	-11.289752
2	0.926679	7500	-5.520391	-16.810143
3	0.902980	7500	-5.463944	-22.274087
4	0.879648	7500	-5.387004	-27.661091
5	0.856682	7500	-5.301065	-32.962156
6	0.834079	7500	-5.239391	-38.201547
7	0.811838	7500	-5.109485	-43.311032
8	0.789957	7500	-5.080744	-48.391777
9	0.768433	7500	-4.960333	-53.352110
10	0.747266	7500	-4.918371	-58.270481
11	0.726452	7500	-4.818537	-63.089017
12	0.705989	7500	-4.737548	-67.826566
13	0.685877	7500	-4.676079	-72.502645
14	0.666112	7500	-4.590035	-77.092679
15	0.646693	7500	-4.527071	-81.619751
16	0.627618	7500	-4.457857	-86.077608
17	0.608884	7500	-4.412336	-90.489944
18	0.590490	7500	-4.337146	-94.827090
19	0.572433	7500	-4.281423	-99.108513
20	0.554712	7500	-4.167737	-103.276250
21	0.537324	7500	-4.109620	-107.385869
22	0.520268	7500	-4.057789	-111.443659
23	0.503540	7500	-3.949502	-115.393161
24	0.487139	7500	-3.899998	-119.293159
25	0.471063	7500	-3.812995	-123.106153
26	0.455310	7500	-3.791753	-126.897906
27	0.439877	7500	-3.734934	-130.632840
28	0.424762	7500	-3.653484	-134.286325
29	0.409963	7500	-3.603739	-137.890063
30	0.395478	7500	-3.530282	-141.420346
31	0.381305	7500	-3.468534	-144.888879
32	0.367440	7500	-3.394594	-148.283473
33	0.353883	7500	-3.336388	-151.619861
34	0.340630	7500	-3.289265	-154.909126
35	0.327680	7500	-3.248703	-158.157829
36	0.315030	7500	-3.172206	-161.330035
37	0.302677	7500	-3.107790	-164.437825
38	0.290619	7500	-3.037158	-167.474984
39	0.278855	7500	-2.985509	-170.460492
40	0.267381	7500	-2.946990	-173.407482
41	0.256195	7500	-2.876991	-176.284473
42	0.245294	7500	-2.837244	-179.121718
43	0.234677	7500	-2.772732	-181.894450
44	0.224340	7500	-2.728282	-184.622732
45	0.214281	7500	-2.669573	-187.292305
46	0.204498	7500	-2.613598	-189.905903
47	0.194988	7500	-2.550001	-192.455904
48	0.185749	7500	-2.494597	-194.950501
49	0.176777	7500	-2.449807	-197.400308
50	0.168070	7500	-2.392097	-199.792405
51	0.159626	7500	-2.351236	-202.143641
52	0.151441	7500	-2.298866	-204.442507
53	0.143514	7500	-2.240606	-206.683114
54	0.135841	7500	-2.193870	-208.876984
55	0.128420	7500	-2.131627	-211.008611
56	0.121247	7500	-2.075263	-213.083874
57	0.114320	7500	-2.025254	-215.109128
58	0.107637	7500	-1.981923	-217.091051
59	0.101193	7500	-1.919715	-219.010766
60	0.094986	7500	-1.875130	-220.885896
61	0.089014	7500	-1.815730	-222.701626
62	0.083273	7500	-1.763783	-224.465409
63	0.077760	7500	-1.712584	-226.177993
64	0.072472	7500	-1.659161	-227.837155
65	0.067406	7500	-1.604396	-229.441550
66	0.062558	7500	-1.546137	-230.987688
67	0.057926	7500	-1.485232	-232.472920
68	0.053506	7500	-1.430498	-233.903418
69	0.049295	7500	-1.386326	-235.289744
70	0.045289	7500	-1.331952	-236.621696
71	0.041485	7500	-1.274231	-237.895927
72	0.037880	7500	-1.221504	-239.117431
73	0.034469	7500	-1.167379	-240.284810
74	0.031250	7500	-1.119035	-241.403845
75	0.028218	7500	-1.063997	-242.467843
76	0.025370	7500	-1.008929	-243.476772
77	0.022702	7500	-0.955811	-244.432583
78	0.020209	7500	-0.899826	-245.332409
79	0.017889	7500	-0.846081	-246.178489
80	0.015736	7500	-0.792420	-246.970909
81	0.013746	7500	-0.736298	-247.707207
82	0.011916	7500	-0.682429	-248.389636
83	0.010240	7500	-0.624991	-249.014628
84	0.008714	7500	-0.576174	-249.590801
85	0.007334	7500	-0.528784	-250.119585
86	0.006093	7500	-0.475673	-250.595258
87	0.004988	7500	-0.424423	-251.019681
88	0.004013	7500	-0.379380	-251.399062
89	0.003162	7500	-0.330842	-251.729903
90	0.002430	7500	-0.285745	-252.015649
91	0.001810	7500	-0.242015	-252.257664
92	0.001296	7500	-0.201429	-252.459093
93	0.000882	7500	-0.162871	-252.621964
94	0.000559	7500	-0.126258	-252.748221
95	0.000320	7500	-0.094388	-252.842610
96	0.000156	7500	-0.064746	-252.907356
97	0.000057	7500	-0.039071	-252.946427
98	0.000010	7500	-0.018586	-252.965013
99	0.000000	7500	-0.003947	-252.968960
Log marginal likelihood:	-252.968960
