Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.308308	-5.308308
1	0.950747	7500	-5.262509	-10.570817
2	0.926679	7500	-5.158864	-15.729681
3	0.902980	7500	-5.113772	-20.843453
4	0.879648	7500	-5.034400	-25.877853
5	0.856682	7500	-4.953604	-30.831457
6	0.834079	7500	-4.934653	-35.766110
7	0.811838	7500	-4.836444	-40.602554
8	0.789957	7500	-4.764319	-45.366872
9	0.768433	7500	-4.686878	-50.053750
10	0.747266	7500	-4.662238	-54.715988
11	0.726452	7500	-4.602500	-59.318488
12	0.705989	7500	-4.460979	-63.779467
13	0.685877	7500	-4.415282	-68.194749
14	0.666112	7500	-4.356551	-72.551300
15	0.646693	7500	-4.311897	-76.863197
16	0.627618	7500	-4.221840	-81.085037
17	0.608884	7500	-4.151032	-85.236069
18	0.590490	7500	-4.115785	-89.351854
19	0.572433	7500	-4.026356	-93.378210
20	0.554712	7500	-3.966079	-97.344289
21	0.537324	7500	-3.907795	-101.252085
22	0.520268	7500	-3.824303	-105.076388
23	0.503540	7500	-3.787556	-108.863944
24	0.487139	7500	-3.717916	-112.581860
25	0.471063	7500	-3.638442	-116.220302
26	0.455310	7500	-3.583323	-119.803624
27	0.439877	7500	-3.518135	-123.321759
28	0.424762	7500	-3.442766	-126.764526
29	0.409963	7500	-3.402451	-130.166977
30	0.395478	7500	-3.349807	-133.516784
31	0.381305	7500	-3.286873	-136.803656
32	0.367440	7500	-3.219961	-140.023617
33	0.353883	7500	-3.176454	-143.200071
34	0.340630	7500	-3.113205	-146.313276
35	0.327680	7500	-3.068422	-149.381698
36	0.315030	7500	-3.004739	-152.386437
37	0.302677	7500	-2.950244	-155.336681
38	0.290619	7500	-2.893687	-158.230368
39	0.278855	7500	-2.834322	-161.064690
40	0.267381	7500	-2.780876	-163.845565
41	0.256195	7500	-2.727049	-166.572615
42	0.245294	7500	-2.662849	-169.235464
43	0.234677	7500	-2.610209	-171.845673
44	0.224340	7500	-2.562824	-174.408497
45	0.214281	7500	-2.509483	-176.917980
46	0.204498	7500	-2.461381	-179.379361
47	0.194988	7500	-2.399017	-181.778378
48	0.185749	7500	-2.344138	-184.122516
49	0.176777	7500	-2.292534	-186.415049
50	0.168070	7500	-2.245963	-188.661012
51	0.159626	7500	-2.181639	-190.842652
52	0.151441	7500	-2.153840	-192.996492
53	0.143514	7500	-2.094394	-195.090886
54	0.135841	7500	-2.035139	-197.126025
55	0.128420	7500	-1.982924	-199.108949
56	0.121247	7500	-1.933225	-201.042174
57	0.114320	7500	-1.881653	-202.923827
58	0.107637	7500	-1.829637	-204.753464
59	0.101193	7500	-1.772807	-206.526271
60	0.094986	7500	-1.729734	-208.256004
61	0.089014	7500	-1.673658	-209.929662
62	0.083273	7500	-1.626879	-211.556542
63	0.077760	7500	-1.570164	-213.126706
64	0.072472	7500	-1.519350	-214.646057
65	0.067406	7500	-1.471627	-216.117683
66	0.062558	7500	-1.420417	-217.538100
67	0.057926	7500	-1.364542	-218.902642
68	0.053506	7500	-1.319227	-220.221869
69	0.049295	7500	-1.266222	-221.488091
70	0.045289	7500	-1.219009	-222.707100
71	0.041485	7500	-1.169660	-223.876760
72	0.037880	7500	-1.112042	-224.988802
73	0.034469	7500	-1.065828	-226.054630
74	0.031250	7500	-1.012219	-227.066850
75	0.028218	7500	-0.957570	-228.024420
76	0.025370	7500	-0.906517	-228.930937
77	0.022702	7500	-0.861936	-229.792872
78	0.020209	7500	-0.802255	-230.595128
79	0.017889	7500	-0.758360	-231.353488
80	0.015736	7500	-0.702748	-232.056236
81	0.013746	7500	-0.660243	-232.716479
82	0.011916	7500	-0.608958	-233.325437
83	0.010240	7500	-0.562069	-233.887506
84	0.008714	7500	-0.513259	-234.400765
85	0.007334	7500	-0.467778	-234.868543
86	0.006093	7500	-0.421050	-235.289594
87	0.004988	7500	-0.378949	-235.668543
88	0.004013	7500	-0.335027	-236.003570
89	0.003162	7500	-0.292625	-236.296195
90	0.002430	7500	-0.252425	-236.548621
91	0.001810	7500	-0.217390	-236.766011
92	0.001296	7500	-0.179256	-236.945266
93	0.000882	7500	-0.145911	-237.091177
94	0.000559	7500	-0.111934	-237.203111
95	0.000320	7500	-0.083528	-237.286639
96	0.000156	7500	-0.058070	-237.344709
97	0.000057	7500	-0.034903	-237.379612
98	0.000010	7500	-0.016274	-237.395886
99	0.000000	7500	-0.003533	-237.399419
Log marginal likelihood:	-237.399419
