Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.153027	-5.153027
1	0.950747	7500	-5.048319	-10.201346
2	0.926679	7500	-4.984842	-15.186188
3	0.902980	7500	-4.954329	-20.140517
4	0.879648	7500	-4.878140	-25.018657
5	0.856682	7500	-4.770130	-29.788787
6	0.834079	7500	-4.751158	-34.539945
7	0.811838	7500	-4.642525	-39.182470
8	0.789957	7500	-4.596154	-43.778624
9	0.768433	7500	-4.500789	-48.279413
10	0.747266	7500	-4.462155	-52.741567
11	0.726452	7500	-4.405703	-57.147270
12	0.705989	7500	-4.314439	-61.461709
13	0.685877	7500	-4.255025	-65.716734
14	0.666112	7500	-4.218289	-69.935023
15	0.646693	7500	-4.136388	-74.071411
16	0.627618	7500	-4.028497	-78.099908
17	0.608884	7500	-4.005569	-82.105477
18	0.590490	7500	-3.921193	-86.026670
19	0.572433	7500	-3.862831	-89.889501
20	0.554712	7500	-3.849688	-93.739189
21	0.537324	7500	-3.743306	-97.482494
22	0.520268	7500	-3.678796	-101.161290
23	0.503540	7500	-3.594734	-104.756024
24	0.487139	7500	-3.605593	-108.361617
25	0.471063	7500	-3.516653	-111.878269
26	0.455310	7500	-3.429763	-115.308033
27	0.439877	7500	-3.364860	-118.672893
28	0.424762	7500	-3.332262	-122.005156
29	0.409963	7500	-3.261252	-125.266407
30	0.395478	7500	-3.207421	-128.473828
31	0.381305	7500	-3.152734	-131.626562
32	0.367440	7500	-3.094468	-134.721030
33	0.353883	7500	-3.047833	-137.768863
34	0.340630	7500	-2.985458	-140.754321
35	0.327680	7500	-2.963412	-143.717734
36	0.315030	7500	-2.899811	-146.617545
37	0.302677	7500	-2.836758	-149.454303
38	0.290619	7500	-2.785712	-152.240015
39	0.278855	7500	-2.741344	-154.981359
40	0.267381	7500	-2.673822	-157.655181
41	0.256195	7500	-2.616607	-160.271787
42	0.245294	7500	-2.574232	-162.846019
43	0.234677	7500	-2.501848	-165.347868
44	0.224340	7500	-2.456782	-167.804649
45	0.214281	7500	-2.420957	-170.225606
46	0.204498	7500	-2.363296	-172.588903
47	0.194988	7500	-2.331198	-174.920100
48	0.185749	7500	-2.258186	-177.178286
49	0.176777	7500	-2.202179	-179.380466
50	0.168070	7500	-2.166106	-181.546571
51	0.159626	7500	-2.108801	-183.655373
52	0.151441	7500	-2.063816	-185.719188
53	0.143514	7500	-2.004704	-187.723893
54	0.135841	7500	-1.965128	-189.689021
55	0.128420	7500	-1.913919	-191.602940
56	0.121247	7500	-1.862319	-193.465260
57	0.114320	7500	-1.804257	-195.269517
58	0.107637	7500	-1.766233	-197.035750
59	0.101193	7500	-1.719569	-198.755320
60	0.094986	7500	-1.668178	-200.423497
61	0.089014	7500	-1.615902	-202.039399
62	0.083273	7500	-1.567192	-203.606591
63	0.077760	7500	-1.517327	-205.123918
64	0.072472	7500	-1.470531	-206.594449
65	0.067406	7500	-1.417186	-208.011635
66	0.062558	7500	-1.382574	-209.394210
67	0.057926	7500	-1.334532	-210.728742
68	0.053506	7500	-1.282963	-212.011705
69	0.049295	7500	-1.227948	-213.239652
70	0.045289	7500	-1.169177	-214.408829
71	0.041485	7500	-1.126574	-215.535403
72	0.037880	7500	-1.075589	-216.610992
73	0.034469	7500	-1.025386	-217.636378
74	0.031250	7500	-0.968454	-218.604832
75	0.028218	7500	-0.930205	-219.535037
76	0.025370	7500	-0.870775	-220.405812
77	0.022702	7500	-0.827160	-221.232972
78	0.020209	7500	-0.775349	-222.008322
79	0.017889	7500	-0.733730	-222.742051
80	0.015736	7500	-0.680538	-223.422590
81	0.013746	7500	-0.645769	-224.068359
82	0.011916	7500	-0.588332	-224.656691
83	0.010240	7500	-0.542973	-225.199664
84	0.008714	7500	-0.496731	-225.696395
85	0.007334	7500	-0.451741	-226.148136
86	0.006093	7500	-0.408610	-226.556745
87	0.004988	7500	-0.364524	-226.921269
88	0.004013	7500	-0.321558	-227.242828
89	0.003162	7500	-0.282260	-227.525088
90	0.002430	7500	-0.243470	-227.768557
91	0.001810	7500	-0.205187	-227.973745
92	0.001296	7500	-0.174185	-228.147930
93	0.000882	7500	-0.138976	-228.286906
94	0.000559	7500	-0.109825	-228.396731
95	0.000320	7500	-0.081209	-228.477940
96	0.000156	7500	-0.055028	-228.532968
97	0.000057	7500	-0.033630	-228.566598
98	0.000010	7500	-0.016031	-228.582629
99	0.000000	7500	-0.003383	-228.586012
Log marginal likelihood:	-228.586012
