Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.173337	-5.173337
1	0.950747	7500	-5.099938	-10.273275
2	0.926679	7500	-5.042910	-15.316185
3	0.902980	7500	-4.906701	-20.222886
4	0.879648	7500	-4.918653	-25.141540
5	0.856682	7500	-4.820881	-29.962421
6	0.834079	7500	-4.773804	-34.736225
7	0.811838	7500	-4.688963	-39.425188
8	0.789957	7500	-4.616563	-44.041751
9	0.768433	7500	-4.566767	-48.608518
10	0.747266	7500	-4.513152	-53.121670
11	0.726452	7500	-4.413098	-57.534768
12	0.705989	7500	-4.369747	-61.904515
13	0.685877	7500	-4.272435	-66.176949
14	0.666112	7500	-4.257768	-70.434717
15	0.646693	7500	-4.205008	-74.639724
16	0.627618	7500	-4.116821	-78.756545
17	0.608884	7500	-4.058326	-82.814871
18	0.590490	7500	-3.978993	-86.793864
19	0.572433	7500	-3.940764	-90.734629
20	0.554712	7500	-3.883773	-94.618401
21	0.537324	7500	-3.805249	-98.423650
22	0.520268	7500	-3.785134	-102.208785
23	0.503540	7500	-3.669792	-105.878576
24	0.487139	7500	-3.614551	-109.493127
25	0.471063	7500	-3.600853	-113.093980
26	0.455310	7500	-3.494626	-116.588607
27	0.439877	7500	-3.462744	-120.051351
28	0.424762	7500	-3.373388	-123.424739
29	0.409963	7500	-3.335903	-126.760642
30	0.395478	7500	-3.282143	-130.042785
31	0.381305	7500	-3.243756	-133.286541
32	0.367440	7500	-3.190894	-136.477436
33	0.353883	7500	-3.133128	-139.610564
34	0.340630	7500	-3.071041	-142.681605
35	0.327680	7500	-3.026224	-145.707829
36	0.315030	7500	-2.954012	-148.661841
37	0.302677	7500	-2.907936	-151.569777
38	0.290619	7500	-2.839058	-154.408835
39	0.278855	7500	-2.798156	-157.206991
40	0.267381	7500	-2.732422	-159.939413
41	0.256195	7500	-2.701392	-162.640804
42	0.245294	7500	-2.629996	-165.270801
43	0.234677	7500	-2.586380	-167.857180
44	0.224340	7500	-2.537915	-170.395096
45	0.214281	7500	-2.476568	-172.871663
46	0.204498	7500	-2.429930	-175.301594
47	0.194988	7500	-2.369363	-177.670957
48	0.185749	7500	-2.328032	-179.998989
49	0.176777	7500	-2.265650	-182.264639
50	0.168070	7500	-2.199932	-184.464571
51	0.159626	7500	-2.159952	-186.624523
52	0.151441	7500	-2.102137	-188.726660
53	0.143514	7500	-2.062856	-190.789516
54	0.135841	7500	-2.005686	-192.795202
55	0.128420	7500	-1.952954	-194.748156
56	0.121247	7500	-1.904397	-196.652553
57	0.114320	7500	-1.853603	-198.506155
58	0.107637	7500	-1.801611	-200.307767
59	0.101193	7500	-1.739473	-202.047240
60	0.094986	7500	-1.685451	-203.732691
61	0.089014	7500	-1.631733	-205.364424
62	0.083273	7500	-1.585179	-206.949603
63	0.077760	7500	-1.540556	-208.490160
64	0.072472	7500	-1.494647	-209.984807
65	0.067406	7500	-1.431715	-211.416522
66	0.062558	7500	-1.399224	-212.815747
67	0.057926	7500	-1.334634	-214.150381
68	0.053506	7500	-1.277542	-215.427923
69	0.049295	7500	-1.218482	-216.646404
70	0.045289	7500	-1.178605	-217.825010
71	0.041485	7500	-1.133842	-218.958852
72	0.037880	7500	-1.069235	-220.028086
73	0.034469	7500	-1.027457	-221.055544
74	0.031250	7500	-0.986438	-222.041981
75	0.028218	7500	-0.943601	-222.985582
76	0.025370	7500	-0.892445	-223.878027
77	0.022702	7500	-0.828318	-224.706346
78	0.020209	7500	-0.784096	-225.490442
79	0.017889	7500	-0.721829	-226.212271
80	0.015736	7500	-0.682196	-226.894467
81	0.013746	7500	-0.632688	-227.527155
82	0.011916	7500	-0.582350	-228.109505
83	0.010240	7500	-0.534851	-228.644356
84	0.008714	7500	-0.490034	-229.134390
85	0.007334	7500	-0.446139	-229.580529
86	0.006093	7500	-0.408307	-229.988836
87	0.004988	7500	-0.359422	-230.348258
88	0.004013	7500	-0.318519	-230.666777
89	0.003162	7500	-0.280070	-230.946847
90	0.002430	7500	-0.241099	-231.187946
91	0.001810	7500	-0.206861	-231.394807
92	0.001296	7500	-0.170499	-231.565306
93	0.000882	7500	-0.136521	-231.701827
94	0.000559	7500	-0.109998	-231.811825
95	0.000320	7500	-0.079947	-231.891772
96	0.000156	7500	-0.055633	-231.947406
97	0.000057	7500	-0.033081	-231.980487
98	0.000010	7500	-0.015432	-231.995919
99	0.000000	7500	-0.003337	-231.999256
Log marginal likelihood:	-231.999256
