Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.650120	-5.650120
1	0.950747	7500	-5.599574	-11.249693
2	0.926679	7500	-5.508825	-16.758518
3	0.902980	7500	-5.448495	-22.207013
4	0.879648	7500	-5.349275	-27.556288
5	0.856682	7500	-5.301217	-32.857505
6	0.834079	7500	-5.200076	-38.057582
7	0.811838	7500	-5.156986	-43.214568
8	0.789957	7500	-5.096891	-48.311459
9	0.768433	7500	-4.999182	-53.310641
10	0.747266	7500	-4.930474	-58.241115
11	0.726452	7500	-4.864820	-63.105934
12	0.705989	7500	-4.817766	-67.923700
13	0.685877	7500	-4.712217	-72.635917
14	0.666112	7500	-4.641143	-77.277061
15	0.646693	7500	-4.592313	-81.869373
16	0.627618	7500	-4.519087	-86.388460
17	0.608884	7500	-4.480813	-90.869274
18	0.590490	7500	-4.389007	-95.258281
19	0.572433	7500	-4.298035	-99.556316
20	0.554712	7500	-4.257480	-103.813796
21	0.537324	7500	-4.201725	-108.015521
22	0.520268	7500	-4.154483	-112.170004
23	0.503540	7500	-4.061743	-116.231747
24	0.487139	7500	-4.002310	-120.234057
25	0.471063	7500	-3.925612	-124.159668
26	0.455310	7500	-3.905510	-128.065178
27	0.439877	7500	-3.810037	-131.875215
28	0.424762	7500	-3.760645	-135.635860
29	0.409963	7500	-3.670005	-139.305864
30	0.395478	7500	-3.622266	-142.928130
31	0.381305	7500	-3.569246	-146.497376
32	0.367440	7500	-3.527775	-150.025151
33	0.353883	7500	-3.458812	-153.483964
34	0.340630	7500	-3.381414	-156.865377
35	0.327680	7500	-3.338883	-160.204260
36	0.315030	7500	-3.264557	-163.468818
37	0.302677	7500	-3.216414	-166.685231
38	0.290619	7500	-3.160243	-169.845475
39	0.278855	7500	-3.105746	-172.951220
40	0.267381	7500	-3.029541	-175.980762
41	0.256195	7500	-2.968858	-178.949619
42	0.245294	7500	-2.913007	-181.862626
43	0.234677	7500	-2.847657	-184.710283
44	0.224340	7500	-2.798985	-187.509268
45	0.214281	7500	-2.731072	-190.240340
46	0.204498	7500	-2.684716	-192.925056
47	0.194988	7500	-2.630026	-195.555081
48	0.185749	7500	-2.567786	-198.122868
49	0.176777	7500	-2.509404	-200.632272
50	0.168070	7500	-2.446703	-203.078974
51	0.159626	7500	-2.385826	-205.464800
52	0.151441	7500	-2.333522	-207.798322
53	0.143514	7500	-2.283611	-210.081933
54	0.135841	7500	-2.219737	-212.301670
55	0.128420	7500	-2.157204	-214.458874
56	0.121247	7500	-2.103450	-216.562324
57	0.114320	7500	-2.044279	-218.606603
58	0.107637	7500	-1.986783	-220.593385
59	0.101193	7500	-1.926533	-222.519918
60	0.094986	7500	-1.868287	-224.388205
61	0.089014	7500	-1.812659	-226.200863
62	0.083273	7500	-1.759850	-227.960713
63	0.077760	7500	-1.711385	-229.672098
64	0.072472	7500	-1.642702	-231.314801
65	0.067406	7500	-1.587779	-232.902580
66	0.062558	7500	-1.523573	-234.426153
67	0.057926	7500	-1.479275	-235.905428
68	0.053506	7500	-1.412871	-237.318299
69	0.049295	7500	-1.364768	-238.683068
70	0.045289	7500	-1.300215	-239.983283
71	0.041485	7500	-1.251277	-241.234560
72	0.037880	7500	-1.185160	-242.419720
73	0.034469	7500	-1.124172	-243.543892
74	0.031250	7500	-1.074734	-244.618627
75	0.028218	7500	-1.007911	-245.626538
76	0.025370	7500	-0.969597	-246.596135
77	0.022702	7500	-0.900355	-247.496490
78	0.020209	7500	-0.851677	-248.348167
79	0.017889	7500	-0.792682	-249.140848
80	0.015736	7500	-0.738306	-249.879154
81	0.013746	7500	-0.692501	-250.571656
82	0.011916	7500	-0.645437	-251.217093
83	0.010240	7500	-0.586484	-251.803577
84	0.008714	7500	-0.532167	-252.335744
85	0.007334	7500	-0.483962	-252.819706
86	0.006093	7500	-0.442052	-253.261758
87	0.004988	7500	-0.395621	-253.657379
88	0.004013	7500	-0.345397	-254.002776
89	0.003162	7500	-0.312406	-254.315182
90	0.002430	7500	-0.259297	-254.574479
91	0.001810	7500	-0.220865	-254.795344
92	0.001296	7500	-0.180845	-254.976188
93	0.000882	7500	-0.150140	-255.126328
94	0.000559	7500	-0.115993	-255.242321
95	0.000320	7500	-0.086458	-255.328779
96	0.000156	7500	-0.059086	-255.387865
97	0.000057	7500	-0.035856	-255.423722
98	0.000010	7500	-0.016704	-255.440426
99	0.000000	7500	-0.003574	-255.443999
Log marginal likelihood:	-255.443999
