Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.278466	-5.278466
1	0.950747	7500	-5.231110	-10.509576
2	0.926679	7500	-5.155651	-15.665227
3	0.902980	7500	-5.102315	-20.767541
4	0.879648	7500	-5.029238	-25.796780
5	0.856682	7500	-4.936427	-30.733207
6	0.834079	7500	-4.888420	-35.621627
7	0.811838	7500	-4.808797	-40.430424
8	0.789957	7500	-4.755218	-45.185642
9	0.768433	7500	-4.664948	-49.850591
10	0.747266	7500	-4.616604	-54.467195
11	0.726452	7500	-4.549752	-59.016947
12	0.705989	7500	-4.499502	-63.516449
13	0.685877	7500	-4.401090	-67.917539
14	0.666112	7500	-4.341819	-72.259358
15	0.646693	7500	-4.275226	-76.534584
16	0.627618	7500	-4.204728	-80.739311
17	0.608884	7500	-4.117834	-84.857146
18	0.590490	7500	-4.091260	-88.948405
19	0.572433	7500	-4.049270	-92.997676
20	0.554712	7500	-3.950773	-96.948449
21	0.537324	7500	-3.953583	-100.902031
22	0.520268	7500	-3.835326	-104.737358
23	0.503540	7500	-3.775561	-108.512919
24	0.487139	7500	-3.722221	-112.235140
25	0.471063	7500	-3.672676	-115.907816
26	0.455310	7500	-3.611079	-119.518895
27	0.439877	7500	-3.533629	-123.052523
28	0.424762	7500	-3.497708	-126.550231
29	0.409963	7500	-3.411087	-129.961319
30	0.395478	7500	-3.381649	-133.342967
31	0.381305	7500	-3.325767	-136.668734
32	0.367440	7500	-3.259961	-139.928695
33	0.353883	7500	-3.195429	-143.124123
34	0.340630	7500	-3.155232	-146.279356
35	0.327680	7500	-3.096377	-149.375732
36	0.315030	7500	-3.036904	-152.412636
37	0.302677	7500	-2.971263	-155.383900
38	0.290619	7500	-2.936922	-158.320821
39	0.278855	7500	-2.877102	-161.197923
40	0.267381	7500	-2.814462	-164.012385
41	0.256195	7500	-2.764016	-166.776401
42	0.245294	7500	-2.706130	-169.482532
43	0.234677	7500	-2.638117	-172.120648
44	0.224340	7500	-2.598069	-174.718718
45	0.214281	7500	-2.533229	-177.251947
46	0.204498	7500	-2.490477	-179.742424
47	0.194988	7500	-2.439391	-182.181815
48	0.185749	7500	-2.377470	-184.559285
49	0.176777	7500	-2.313024	-186.872310
50	0.168070	7500	-2.273076	-189.145385
51	0.159626	7500	-2.220967	-191.366352
52	0.151441	7500	-2.164575	-193.530927
53	0.143514	7500	-2.112597	-195.643524
54	0.135841	7500	-2.052977	-197.696501
55	0.128420	7500	-2.009119	-199.705620
56	0.121247	7500	-1.959951	-201.665572
57	0.114320	7500	-1.885030	-203.550601
58	0.107637	7500	-1.838774	-205.389375
59	0.101193	7500	-1.792443	-207.181818
60	0.094986	7500	-1.724207	-208.906025
61	0.089014	7500	-1.680767	-210.586793
62	0.083273	7500	-1.618891	-212.205684
63	0.077760	7500	-1.572176	-213.777860
64	0.072472	7500	-1.521313	-215.299172
65	0.067406	7500	-1.463789	-216.762961
66	0.062558	7500	-1.413372	-218.176333
67	0.057926	7500	-1.359467	-219.535801
68	0.053506	7500	-1.306059	-220.841860
69	0.049295	7500	-1.251390	-222.093249
70	0.045289	7500	-1.204097	-223.297347
71	0.041485	7500	-1.157436	-224.454783
72	0.037880	7500	-1.098509	-225.553292
73	0.034469	7500	-1.049217	-226.602509
74	0.031250	7500	-0.986470	-227.588979
75	0.028218	7500	-0.946732	-228.535712
76	0.025370	7500	-0.894548	-229.430260
77	0.022702	7500	-0.840089	-230.270349
78	0.020209	7500	-0.791882	-231.062232
79	0.017889	7500	-0.732801	-231.795033
80	0.015736	7500	-0.688917	-232.483950
81	0.013746	7500	-0.649807	-233.133757
82	0.011916	7500	-0.595391	-233.729148
83	0.010240	7500	-0.538551	-234.267699
84	0.008714	7500	-0.492729	-234.760428
85	0.007334	7500	-0.454142	-235.214570
86	0.006093	7500	-0.410987	-235.625557
87	0.004988	7500	-0.366318	-235.991876
88	0.004013	7500	-0.326405	-236.318281
89	0.003162	7500	-0.278949	-236.597230
90	0.002430	7500	-0.247399	-236.844629
91	0.001810	7500	-0.208030	-237.052659
92	0.001296	7500	-0.174923	-237.227583
93	0.000882	7500	-0.140913	-237.368496
94	0.000559	7500	-0.110741	-237.479237
95	0.000320	7500	-0.080367	-237.559604
96	0.000156	7500	-0.055058	-237.614662
97	0.000057	7500	-0.034076	-237.648737
98	0.000010	7500	-0.015630	-237.664368
99	0.000000	7500	-0.003410	-237.667777
Log marginal likelihood:	-237.667777
