Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.240375	-5.240375
1	0.950747	7500	-5.227276	-10.467651
2	0.926679	7500	-5.117434	-15.585085
3	0.902980	7500	-5.011541	-20.596626
4	0.879648	7500	-5.026604	-25.623230
5	0.856682	7500	-4.877875	-30.501105
6	0.834079	7500	-4.778813	-35.279918
7	0.811838	7500	-4.726036	-40.005954
8	0.789957	7500	-4.656642	-44.662596
9	0.768433	7500	-4.617840	-49.280436
10	0.747266	7500	-4.590171	-53.870606
11	0.726452	7500	-4.529958	-58.400565
12	0.705989	7500	-4.453397	-62.853961
13	0.685877	7500	-4.388745	-67.242706
14	0.666112	7500	-4.296182	-71.538888
15	0.646693	7500	-4.225900	-75.764789
16	0.627618	7500	-4.188519	-79.953307
17	0.608884	7500	-4.119996	-84.073303
18	0.590490	7500	-4.059460	-88.132764
19	0.572433	7500	-3.979285	-92.112048
20	0.554712	7500	-3.925156	-96.037204
21	0.537324	7500	-3.879307	-99.916511
22	0.520268	7500	-3.796774	-103.713285
23	0.503540	7500	-3.699616	-107.412901
24	0.487139	7500	-3.664396	-111.077296
25	0.471063	7500	-3.583177	-114.660473
26	0.455310	7500	-3.548657	-118.209131
27	0.439877	7500	-3.495344	-121.704475
28	0.424762	7500	-3.434597	-125.139072
29	0.409963	7500	-3.349820	-128.488891
30	0.395478	7500	-3.298899	-131.787790
31	0.381305	7500	-3.263759	-135.051549
32	0.367440	7500	-3.205111	-138.256660
33	0.353883	7500	-3.155558	-141.412218
34	0.340630	7500	-3.072163	-144.484381
35	0.327680	7500	-3.035755	-147.520136
36	0.315030	7500	-2.991105	-150.511241
37	0.302677	7500	-2.898786	-153.410028
38	0.290619	7500	-2.858111	-156.268139
39	0.278855	7500	-2.796304	-159.064444
40	0.267381	7500	-2.753675	-161.818118
41	0.256195	7500	-2.697652	-164.515770
42	0.245294	7500	-2.648406	-167.164176
43	0.234677	7500	-2.588755	-169.752931
44	0.224340	7500	-2.543706	-172.296637
45	0.214281	7500	-2.479945	-174.776582
46	0.204498	7500	-2.436077	-177.212659
47	0.194988	7500	-2.379795	-179.592454
48	0.185749	7500	-2.340653	-181.933107
49	0.176777	7500	-2.284545	-184.217651
50	0.168070	7500	-2.230455	-186.448107
51	0.159626	7500	-2.179521	-188.627627
52	0.151441	7500	-2.128995	-190.756622
53	0.143514	7500	-2.074771	-192.831393
54	0.135841	7500	-2.023814	-194.855207
55	0.128420	7500	-1.978604	-196.833811
56	0.121247	7500	-1.927172	-198.760983
57	0.114320	7500	-1.877004	-200.637987
58	0.107637	7500	-1.823578	-202.461565
59	0.101193	7500	-1.756211	-204.217775
60	0.094986	7500	-1.709693	-205.927469
61	0.089014	7500	-1.670218	-207.597686
62	0.083273	7500	-1.601268	-209.198954
63	0.077760	7500	-1.567986	-210.766941
64	0.072472	7500	-1.511551	-212.278491
65	0.067406	7500	-1.469003	-213.747494
66	0.062558	7500	-1.406682	-215.154176
67	0.057926	7500	-1.355778	-216.509954
68	0.053506	7500	-1.299103	-217.809056
69	0.049295	7500	-1.258497	-219.067553
70	0.045289	7500	-1.204863	-220.272417
71	0.041485	7500	-1.143709	-221.416126
72	0.037880	7500	-1.096187	-222.512312
73	0.034469	7500	-1.045741	-223.558053
74	0.031250	7500	-0.997251	-224.555304
75	0.028218	7500	-0.946738	-225.502043
76	0.025370	7500	-0.891080	-226.393123
77	0.022702	7500	-0.842628	-227.235751
78	0.020209	7500	-0.807179	-228.042930
79	0.017889	7500	-0.749597	-228.792527
80	0.015736	7500	-0.706242	-229.498770
81	0.013746	7500	-0.649458	-230.148227
82	0.011916	7500	-0.601960	-230.750187
83	0.010240	7500	-0.559509	-231.309696
84	0.008714	7500	-0.502264	-231.811961
85	0.007334	7500	-0.460028	-232.271989
86	0.006093	7500	-0.413277	-232.685266
87	0.004988	7500	-0.377990	-233.063256
88	0.004013	7500	-0.331870	-233.395126
89	0.003162	7500	-0.295525	-233.690651
90	0.002430	7500	-0.250536	-233.941187
91	0.001810	7500	-0.218059	-234.159245
92	0.001296	7500	-0.179395	-234.338641
93	0.000882	7500	-0.144701	-234.483342
94	0.000559	7500	-0.111153	-234.594494
95	0.000320	7500	-0.083847	-234.678342
96	0.000156	7500	-0.056772	-234.735113
97	0.000057	7500	-0.034380	-234.769493
98	0.000010	7500	-0.016139	-234.785632
99	0.000000	7500	-0.003512	-234.789144
Log marginal likelihood:	-234.789144
