Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.603984	-5.603984
1	0.950747	7500	-5.512782	-11.116766
2	0.926679	7500	-5.413520	-16.530285
3	0.902980	7500	-5.359289	-21.889574
4	0.879648	7500	-5.278581	-27.168155
5	0.856682	7500	-5.242889	-32.411044
6	0.834079	7500	-5.151234	-37.562278
7	0.811838	7500	-5.050003	-42.612281
8	0.789957	7500	-4.957517	-47.569798
9	0.768433	7500	-4.892233	-52.462031
10	0.747266	7500	-4.810881	-57.272912
11	0.726452	7500	-4.740802	-62.013714
12	0.705989	7500	-4.685617	-66.699332
13	0.685877	7500	-4.580965	-71.280297
14	0.666112	7500	-4.560190	-75.840487
15	0.646693	7500	-4.490800	-80.331287
16	0.627618	7500	-4.433602	-84.764888
17	0.608884	7500	-4.329840	-89.094728
18	0.590490	7500	-4.296056	-93.390785
19	0.572433	7500	-4.210054	-97.600838
20	0.554712	7500	-4.111670	-101.712509
21	0.537324	7500	-4.037466	-105.749974
22	0.520268	7500	-4.013689	-109.763663
23	0.503540	7500	-3.918027	-113.681690
24	0.487139	7500	-3.870409	-117.552099
25	0.471063	7500	-3.834996	-121.387095
26	0.455310	7500	-3.763200	-125.150295
27	0.439877	7500	-3.679652	-128.829947
28	0.424762	7500	-3.613872	-132.443819
29	0.409963	7500	-3.537965	-135.981784
30	0.395478	7500	-3.496563	-139.478347
31	0.381305	7500	-3.441506	-142.919854
32	0.367440	7500	-3.364323	-146.284176
33	0.353883	7500	-3.336289	-149.620465
34	0.340630	7500	-3.229288	-152.849754
35	0.327680	7500	-3.196757	-156.046511
36	0.315030	7500	-3.128826	-159.175337
37	0.302677	7500	-3.068991	-162.244328
38	0.290619	7500	-3.023109	-165.267437
39	0.278855	7500	-2.992466	-168.259903
40	0.267381	7500	-2.873639	-171.133542
41	0.256195	7500	-2.865252	-173.998794
42	0.245294	7500	-2.817034	-176.815828
43	0.234677	7500	-2.752056	-179.567884
44	0.224340	7500	-2.703111	-182.270995
45	0.214281	7500	-2.645818	-184.916813
46	0.204498	7500	-2.600430	-187.517243
47	0.194988	7500	-2.538668	-190.055911
48	0.185749	7500	-2.475859	-192.531770
49	0.176777	7500	-2.446988	-194.978758
50	0.168070	7500	-2.397522	-197.376280
51	0.159626	7500	-2.333994	-199.710274
52	0.151441	7500	-2.271291	-201.981565
53	0.143514	7500	-2.225169	-204.206733
54	0.135841	7500	-2.171465	-206.378198
55	0.128420	7500	-2.118682	-208.496880
56	0.121247	7500	-2.064849	-210.561729
57	0.114320	7500	-2.004942	-212.566670
58	0.107637	7500	-1.954627	-214.521297
59	0.101193	7500	-1.910584	-216.431881
60	0.094986	7500	-1.864967	-218.296849
61	0.089014	7500	-1.799429	-220.096278
62	0.083273	7500	-1.758699	-221.854978
63	0.077760	7500	-1.699493	-223.554470
64	0.072472	7500	-1.638883	-225.193353
65	0.067406	7500	-1.591426	-226.784779
66	0.062558	7500	-1.536409	-228.321188
67	0.057926	7500	-1.484101	-229.805289
68	0.053506	7500	-1.432599	-231.237888
69	0.049295	7500	-1.374433	-232.612321
70	0.045289	7500	-1.304376	-233.916697
71	0.041485	7500	-1.264031	-235.180728
72	0.037880	7500	-1.210728	-236.391456
73	0.034469	7500	-1.142259	-237.533715
74	0.031250	7500	-1.101863	-238.635578
75	0.028218	7500	-1.040452	-239.676030
76	0.025370	7500	-0.994353	-240.670383
77	0.022702	7500	-0.941372	-241.611755
78	0.020209	7500	-0.899415	-242.511171
79	0.017889	7500	-0.831859	-243.343029
80	0.015736	7500	-0.784554	-244.127584
81	0.013746	7500	-0.725806	-244.853390
82	0.011916	7500	-0.675081	-245.528471
83	0.010240	7500	-0.619895	-246.148366
84	0.008714	7500	-0.571571	-246.719936
85	0.007334	7500	-0.520796	-247.240733
86	0.006093	7500	-0.466373	-247.707106
87	0.004988	7500	-0.418531	-248.125637
88	0.004013	7500	-0.372677	-248.498314
89	0.003162	7500	-0.327912	-248.826226
90	0.002430	7500	-0.285368	-249.111594
91	0.001810	7500	-0.243571	-249.355165
92	0.001296	7500	-0.199839	-249.555004
93	0.000882	7500	-0.162307	-249.717311
94	0.000559	7500	-0.126444	-249.843755
95	0.000320	7500	-0.093424	-249.937179
96	0.000156	7500	-0.065349	-250.002527
97	0.000057	7500	-0.039179	-250.041706
98	0.000010	7500	-0.018505	-250.060211
99	0.000000	7500	-0.003972	-250.064183
Log marginal likelihood:	-250.064183
