Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.265120	-5.265120
1	0.950747	7500	-5.199375	-10.464495
2	0.926679	7500	-5.109569	-15.574064
3	0.902980	7500	-5.105416	-20.679480
4	0.879648	7500	-5.002445	-25.681925
5	0.856682	7500	-4.911490	-30.593415
6	0.834079	7500	-4.863310	-35.456725
7	0.811838	7500	-4.788470	-40.245195
8	0.789957	7500	-4.707314	-44.952509
9	0.768433	7500	-4.654931	-49.607441
10	0.747266	7500	-4.593924	-54.201364
11	0.726452	7500	-4.503840	-58.705205
12	0.705989	7500	-4.424478	-63.129683
13	0.685877	7500	-4.364469	-67.494153
14	0.666112	7500	-4.325739	-71.819892
15	0.646693	7500	-4.224277	-76.044169
16	0.627618	7500	-4.167369	-80.211538
17	0.608884	7500	-4.128273	-84.339811
18	0.590490	7500	-4.077836	-88.417647
19	0.572433	7500	-3.998834	-92.416481
20	0.554712	7500	-3.948402	-96.364883
21	0.537324	7500	-3.886153	-100.251036
22	0.520268	7500	-3.823102	-104.074139
23	0.503540	7500	-3.754911	-107.829050
24	0.487139	7500	-3.689327	-111.518377
25	0.471063	7500	-3.656598	-115.174975
26	0.455310	7500	-3.605110	-118.780085
27	0.439877	7500	-3.543018	-122.323103
28	0.424762	7500	-3.469147	-125.792250
29	0.409963	7500	-3.395649	-129.187899
30	0.395478	7500	-3.369948	-132.557847
31	0.381305	7500	-3.293172	-135.851018
32	0.367440	7500	-3.244379	-139.095397
33	0.353883	7500	-3.174586	-142.269983
34	0.340630	7500	-3.110857	-145.380840
35	0.327680	7500	-3.079069	-148.459908
36	0.315030	7500	-3.016137	-151.476045
37	0.302677	7500	-2.950483	-154.426528
38	0.290619	7500	-2.903653	-157.330181
39	0.278855	7500	-2.841501	-160.171682
40	0.267381	7500	-2.803417	-162.975099
41	0.256195	7500	-2.745621	-165.720720
42	0.245294	7500	-2.699603	-168.420323
43	0.234677	7500	-2.628438	-171.048761
44	0.224340	7500	-2.574214	-173.622975
45	0.214281	7500	-2.512442	-176.135417
46	0.204498	7500	-2.464409	-178.599826
47	0.194988	7500	-2.417618	-181.017444
48	0.185749	7500	-2.353316	-183.370760
49	0.176777	7500	-2.295074	-185.665835
50	0.168070	7500	-2.263859	-187.929694
51	0.159626	7500	-2.197750	-190.127444
52	0.151441	7500	-2.149370	-192.276814
53	0.143514	7500	-2.084270	-194.361085
54	0.135841	7500	-2.041338	-196.402422
55	0.128420	7500	-1.987644	-198.390066
56	0.121247	7500	-1.932963	-200.323029
57	0.114320	7500	-1.889899	-202.212929
58	0.107637	7500	-1.830867	-204.043795
59	0.101193	7500	-1.773625	-205.817421
60	0.094986	7500	-1.720213	-207.537633
61	0.089014	7500	-1.665323	-209.202956
62	0.083273	7500	-1.631673	-210.834629
63	0.077760	7500	-1.564048	-212.398678
64	0.072472	7500	-1.505872	-213.904550
65	0.067406	7500	-1.451778	-215.356328
66	0.062558	7500	-1.404894	-216.761222
67	0.057926	7500	-1.350440	-218.111662
68	0.053506	7500	-1.292456	-219.404118
69	0.049295	7500	-1.241920	-220.646038
70	0.045289	7500	-1.198152	-221.844190
71	0.041485	7500	-1.159955	-223.004145
72	0.037880	7500	-1.097566	-224.101712
73	0.034469	7500	-1.040656	-225.142368
74	0.031250	7500	-0.983417	-226.125784
75	0.028218	7500	-0.937958	-227.063743
76	0.025370	7500	-0.883636	-227.947379
77	0.022702	7500	-0.837216	-228.784595
78	0.020209	7500	-0.789775	-229.574369
79	0.017889	7500	-0.729650	-230.304019
80	0.015736	7500	-0.685571	-230.989590
81	0.013746	7500	-0.645539	-231.635129
82	0.011916	7500	-0.593201	-232.228330
83	0.010240	7500	-0.538444	-232.766775
84	0.008714	7500	-0.494995	-233.261769
85	0.007334	7500	-0.453165	-233.714934
86	0.006093	7500	-0.413157	-234.128091
87	0.004988	7500	-0.368040	-234.496131
88	0.004013	7500	-0.325312	-234.821444
89	0.003162	7500	-0.282896	-235.104340
90	0.002430	7500	-0.244588	-235.348928
91	0.001810	7500	-0.209077	-235.558005
92	0.001296	7500	-0.172061	-235.730066
93	0.000882	7500	-0.139314	-235.869380
94	0.000559	7500	-0.105987	-235.975367
95	0.000320	7500	-0.080287	-236.055654
96	0.000156	7500	-0.054268	-236.109922
97	0.000057	7500	-0.033585	-236.143507
98	0.000010	7500	-0.015448	-236.158955
99	0.000000	7500	-0.003346	-236.162302
Log marginal likelihood:	-236.162302
