Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.212697	-5.212697
1	0.950747	7500	-5.139134	-10.351831
2	0.926679	7500	-5.072942	-15.424773
3	0.902980	7500	-5.004887	-20.429660
4	0.879648	7500	-4.911433	-25.341093
5	0.856682	7500	-4.852201	-30.193294
6	0.834079	7500	-4.782136	-34.975430
7	0.811838	7500	-4.698397	-39.673828
8	0.789957	7500	-4.635027	-44.308855
9	0.768433	7500	-4.576463	-48.885318
10	0.747266	7500	-4.535662	-53.420981
11	0.726452	7500	-4.453193	-57.874174
12	0.705989	7500	-4.364285	-62.238460
13	0.685877	7500	-4.293422	-66.531882
14	0.666112	7500	-4.283342	-70.815224
15	0.646693	7500	-4.164264	-74.979488
16	0.627618	7500	-4.094064	-79.073551
17	0.608884	7500	-4.058958	-83.132510
18	0.590490	7500	-4.006985	-87.139494
19	0.572433	7500	-3.921119	-91.060613
20	0.554712	7500	-3.838415	-94.899028
21	0.537324	7500	-3.823636	-98.722665
22	0.520268	7500	-3.727769	-102.450433
23	0.503540	7500	-3.643287	-106.093720
24	0.487139	7500	-3.600395	-109.694115
25	0.471063	7500	-3.568354	-113.262469
26	0.455310	7500	-3.502545	-116.765014
27	0.439877	7500	-3.439478	-120.204492
28	0.424762	7500	-3.360766	-123.565258
29	0.409963	7500	-3.343881	-126.909139
30	0.395478	7500	-3.264480	-130.173618
31	0.381305	7500	-3.211460	-133.385079
32	0.367440	7500	-3.144815	-136.529893
33	0.353883	7500	-3.087618	-139.617511
34	0.340630	7500	-3.041864	-142.659375
35	0.327680	7500	-2.963377	-145.622752
36	0.315030	7500	-2.924780	-148.547532
37	0.302677	7500	-2.852703	-151.400235
38	0.290619	7500	-2.817820	-154.218056
39	0.278855	7500	-2.758166	-156.976222
40	0.267381	7500	-2.693053	-159.669275
41	0.256195	7500	-2.668252	-162.337527
42	0.245294	7500	-2.611978	-164.949505
43	0.234677	7500	-2.533421	-167.482926
44	0.224340	7500	-2.498381	-169.981308
45	0.214281	7500	-2.443024	-172.424332
46	0.204498	7500	-2.391473	-174.815805
47	0.194988	7500	-2.348112	-177.163917
48	0.185749	7500	-2.284901	-179.448818
49	0.176777	7500	-2.237112	-181.685930
50	0.168070	7500	-2.199555	-183.885486
51	0.159626	7500	-2.128586	-186.014071
52	0.151441	7500	-2.077989	-188.092061
53	0.143514	7500	-2.035325	-190.127386
54	0.135841	7500	-1.970829	-192.098215
55	0.128420	7500	-1.939097	-194.037312
56	0.121247	7500	-1.871852	-195.909165
57	0.114320	7500	-1.825676	-197.734841
58	0.107637	7500	-1.771111	-199.505951
59	0.101193	7500	-1.730589	-201.236540
60	0.094986	7500	-1.679300	-202.915840
61	0.089014	7500	-1.626585	-204.542425
62	0.083273	7500	-1.573629	-206.116054
63	0.077760	7500	-1.528076	-207.644130
64	0.072472	7500	-1.481087	-209.125217
65	0.067406	7500	-1.428975	-210.554191
66	0.062558	7500	-1.377674	-211.931865
67	0.057926	7500	-1.328359	-213.260224
68	0.053506	7500	-1.268645	-214.528869
69	0.049295	7500	-1.224918	-215.753787
70	0.045289	7500	-1.174964	-216.928751
71	0.041485	7500	-1.125782	-218.054533
72	0.037880	7500	-1.080298	-219.134832
73	0.034469	7500	-1.026010	-220.160842
74	0.031250	7500	-0.976624	-221.137465
75	0.028218	7500	-0.925532	-222.062997
76	0.025370	7500	-0.885816	-222.948813
77	0.022702	7500	-0.838744	-223.787558
78	0.020209	7500	-0.790653	-224.578211
79	0.017889	7500	-0.730438	-225.308649
80	0.015736	7500	-0.683994	-225.992643
81	0.013746	7500	-0.637328	-226.629972
82	0.011916	7500	-0.594553	-227.224524
83	0.010240	7500	-0.547323	-227.771847
84	0.008714	7500	-0.498176	-228.270024
85	0.007334	7500	-0.454569	-228.724593
86	0.006093	7500	-0.410905	-229.135498
87	0.004988	7500	-0.366959	-229.502457
88	0.004013	7500	-0.327535	-229.829992
89	0.003162	7500	-0.286275	-230.116267
90	0.002430	7500	-0.248009	-230.364276
91	0.001810	7500	-0.211338	-230.575614
92	0.001296	7500	-0.173843	-230.749457
93	0.000882	7500	-0.141745	-230.891202
94	0.000559	7500	-0.111397	-231.002599
95	0.000320	7500	-0.081822	-231.084421
96	0.000156	7500	-0.055933	-231.140354
97	0.000057	7500	-0.034203	-231.174557
98	0.000010	7500	-0.015955	-231.190512
99	0.000000	7500	-0.003456	-231.193968
Log marginal likelihood:	-231.193968
