Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-6.475412	-6.475412
1	0.950747	7500	-6.417291	-12.892703
2	0.926679	7500	-6.287351	-19.180054
3	0.902980	7500	-6.226226	-25.406280
4	0.879648	7500	-6.123523	-31.529803
5	0.856682	7500	-6.008036	-37.537840
6	0.834079	7500	-5.922765	-43.460605
7	0.811838	7500	-5.847531	-49.308136
8	0.789957	7500	-5.740502	-55.048638
9	0.768433	7500	-5.682267	-60.730905
10	0.747266	7500	-5.575788	-66.306693
11	0.726452	7500	-5.469751	-71.776444
12	0.705989	7500	-5.384310	-77.160755
13	0.685877	7500	-5.305350	-82.466104
14	0.666112	7500	-5.240863	-87.706967
15	0.646693	7500	-5.139321	-92.846288
16	0.627618	7500	-5.083045	-97.929333
17	0.608884	7500	-4.966069	-102.895402
18	0.590490	7500	-4.897148	-107.792551
19	0.572433	7500	-4.831164	-112.623715
20	0.554712	7500	-4.711359	-117.335074
21	0.537324	7500	-4.691767	-122.026841
22	0.520268	7500	-4.561559	-126.588400
23	0.503540	7500	-4.471533	-131.059933
24	0.487139	7500	-4.402749	-135.462681
25	0.471063	7500	-4.357132	-139.819813
26	0.455310	7500	-4.242108	-144.061921
27	0.439877	7500	-4.165613	-148.227534
28	0.424762	7500	-4.083242	-152.310776
29	0.409963	7500	-4.020832	-156.331608
30	0.395478	7500	-3.960469	-160.292077
31	0.381305	7500	-3.856364	-164.148441
32	0.367440	7500	-3.807972	-167.956412
33	0.353883	7500	-3.723252	-171.679664
34	0.340630	7500	-3.653332	-175.332996
35	0.327680	7500	-3.574205	-178.907201
36	0.315030	7500	-3.533455	-182.440657
37	0.302677	7500	-3.472887	-185.913544
38	0.290619	7500	-3.367246	-189.280790
39	0.278855	7500	-3.323837	-192.604628
40	0.267381	7500	-3.231482	-195.836110
41	0.256195	7500	-3.167234	-199.003344
42	0.245294	7500	-3.165789	-202.169133
43	0.234677	7500	-3.059130	-205.228263
44	0.224340	7500	-2.993497	-208.221760
45	0.214281	7500	-2.955732	-211.177493
46	0.204498	7500	-2.916597	-214.094089
47	0.194988	7500	-2.823812	-216.917901
48	0.185749	7500	-2.787194	-219.705095
49	0.176777	7500	-2.735602	-222.440698
50	0.168070	7500	-2.672653	-225.113351
51	0.159626	7500	-2.613735	-227.727085
52	0.151441	7500	-2.572358	-230.299444
53	0.143514	7500	-2.437849	-232.737293
54	0.135841	7500	-2.428978	-235.166270
55	0.128420	7500	-2.371603	-237.537873
56	0.121247	7500	-2.317010	-239.854883
57	0.114320	7500	-2.270276	-242.125159
58	0.107637	7500	-2.204238	-244.329397
59	0.101193	7500	-2.130446	-246.459843
60	0.094986	7500	-2.089002	-248.548846
61	0.089014	7500	-2.044558	-250.593404
62	0.083273	7500	-1.974071	-252.567475
63	0.077760	7500	-1.928322	-254.495797
64	0.072472	7500	-1.868024	-256.363821
65	0.067406	7500	-1.817060	-258.180882
66	0.062558	7500	-1.737829	-259.918711
67	0.057926	7500	-1.697160	-261.615871
68	0.053506	7500	-1.624780	-263.240651
69	0.049295	7500	-1.567084	-264.807736
70	0.045289	7500	-1.502935	-266.310671
71	0.041485	7500	-1.450165	-267.760836
72	0.037880	7500	-1.384062	-269.144898
73	0.034469	7500	-1.328488	-270.473386
74	0.031250	7500	-1.271757	-271.745143
75	0.028218	7500	-1.203547	-272.948690
76	0.025370	7500	-1.143181	-274.091871
77	0.022702	7500	-1.085782	-275.177653
78	0.020209	7500	-1.021699	-276.199352
79	0.017889	7500	-0.965841	-277.165192
80	0.015736	7500	-0.896573	-278.061765
81	0.013746	7500	-0.844810	-278.906575
82	0.011916	7500	-0.789526	-279.696101
83	0.010240	7500	-0.726009	-280.422110
84	0.008714	7500	-0.659655	-281.081765
85	0.007334	7500	-0.604973	-281.686737
86	0.006093	7500	-0.544498	-282.231235
87	0.004988	7500	-0.490357	-282.721593
88	0.004013	7500	-0.434642	-283.156235
89	0.003162	7500	-0.380901	-283.537136
90	0.002430	7500	-0.335607	-283.872742
91	0.001810	7500	-0.280492	-284.153234
92	0.001296	7500	-0.233410	-284.386644
93	0.000882	7500	-0.190561	-284.577206
94	0.000559	7500	-0.147607	-284.724813
95	0.000320	7500	-0.110250	-284.835063
96	0.000156	7500	-0.075642	-284.910705
97	0.000057	7500	-0.045444	-284.956149
98	0.000010	7500	-0.021210	-284.977359
99	0.000000	7500	-0.004552	-284.981911
Log marginal likelihood:	-284.981911
