Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.208993	-5.208993
1	0.950747	7500	-5.117171	-10.326164
2	0.926679	7500	-5.061523	-15.387687
3	0.902980	7500	-4.985974	-20.373661
4	0.879648	7500	-4.910380	-25.284041
5	0.856682	7500	-4.824076	-30.108118
6	0.834079	7500	-4.785226	-34.893344
7	0.811838	7500	-4.734408	-39.627752
8	0.789957	7500	-4.639497	-44.267249
9	0.768433	7500	-4.569753	-48.837001
10	0.747266	7500	-4.475135	-53.312136
11	0.726452	7500	-4.418215	-57.730351
12	0.705989	7500	-4.404997	-62.135349
13	0.685877	7500	-4.327251	-66.462599
14	0.666112	7500	-4.228521	-70.691120
15	0.646693	7500	-4.139909	-74.831030
16	0.627618	7500	-4.137862	-78.968891
17	0.608884	7500	-4.053279	-83.022170
18	0.590490	7500	-3.994961	-87.017131
19	0.572433	7500	-3.929881	-90.947012
20	0.554712	7500	-3.869570	-94.816582
21	0.537324	7500	-3.799496	-98.616078
22	0.520268	7500	-3.757668	-102.373747
23	0.503540	7500	-3.657117	-106.030864
24	0.487139	7500	-3.597382	-109.628246
25	0.471063	7500	-3.535691	-113.163937
26	0.455310	7500	-3.491829	-116.655766
27	0.439877	7500	-3.445026	-120.100792
28	0.424762	7500	-3.377938	-123.478730
29	0.409963	7500	-3.342648	-126.821378
30	0.395478	7500	-3.267955	-130.089333
31	0.381305	7500	-3.207943	-133.297275
32	0.367440	7500	-3.120453	-136.417728
33	0.353883	7500	-3.106920	-139.524648
34	0.340630	7500	-3.032595	-142.557243
35	0.327680	7500	-2.991789	-145.549033
36	0.315030	7500	-2.940498	-148.489531
37	0.302677	7500	-2.891274	-151.380806
38	0.290619	7500	-2.805180	-154.185986
39	0.278855	7500	-2.754346	-156.940332
40	0.267381	7500	-2.703314	-159.643646
41	0.256195	7500	-2.664385	-162.308031
42	0.245294	7500	-2.615855	-164.923886
43	0.234677	7500	-2.536091	-167.459976
44	0.224340	7500	-2.501598	-169.961574
45	0.214281	7500	-2.450707	-172.412281
46	0.204498	7500	-2.384380	-174.796661
47	0.194988	7500	-2.331558	-177.128220
48	0.185749	7500	-2.289162	-179.417381
49	0.176777	7500	-2.233034	-181.650416
50	0.168070	7500	-2.185234	-183.835649
51	0.159626	7500	-2.131563	-185.967212
52	0.151441	7500	-2.078300	-188.045512
53	0.143514	7500	-2.030496	-190.076008
54	0.135841	7500	-1.974555	-192.050563
55	0.128420	7500	-1.927500	-193.978062
56	0.121247	7500	-1.876875	-195.854938
57	0.114320	7500	-1.830481	-197.685418
58	0.107637	7500	-1.776432	-199.461851
59	0.101193	7500	-1.727973	-201.189824
60	0.094986	7500	-1.675369	-202.865193
61	0.089014	7500	-1.625412	-204.490605
62	0.083273	7500	-1.577293	-206.067898
63	0.077760	7500	-1.527910	-207.595808
64	0.072472	7500	-1.480631	-209.076439
65	0.067406	7500	-1.436389	-210.512828
66	0.062558	7500	-1.381692	-211.894520
67	0.057926	7500	-1.329568	-213.224088
68	0.053506	7500	-1.273289	-214.497377
69	0.049295	7500	-1.227506	-215.724883
70	0.045289	7500	-1.186208	-216.911092
71	0.041485	7500	-1.132963	-218.044055
72	0.037880	7500	-1.077775	-219.121830
73	0.034469	7500	-1.027920	-220.149750
74	0.031250	7500	-0.985554	-221.135304
75	0.028218	7500	-0.925493	-222.060798
76	0.025370	7500	-0.883965	-222.944763
77	0.022702	7500	-0.838714	-223.783476
78	0.020209	7500	-0.782612	-224.566089
79	0.017889	7500	-0.737997	-225.304086
80	0.015736	7500	-0.688678	-225.992764
81	0.013746	7500	-0.639119	-226.631883
82	0.011916	7500	-0.593270	-227.225153
83	0.010240	7500	-0.544450	-227.769603
84	0.008714	7500	-0.499315	-228.268918
85	0.007334	7500	-0.454752	-228.723670
86	0.006093	7500	-0.412210	-229.135880
87	0.004988	7500	-0.369251	-229.505132
88	0.004013	7500	-0.323362	-229.828494
89	0.003162	7500	-0.286986	-230.115480
90	0.002430	7500	-0.246999	-230.362479
91	0.001810	7500	-0.209779	-230.572258
92	0.001296	7500	-0.174757	-230.747015
93	0.000882	7500	-0.141652	-230.888667
94	0.000559	7500	-0.110905	-230.999572
95	0.000320	7500	-0.081885	-231.081457
96	0.000156	7500	-0.056225	-231.137682
97	0.000057	7500	-0.034283	-231.171965
98	0.000010	7500	-0.015948	-231.187914
99	0.000000	7500	-0.003452	-231.191366
Log marginal likelihood:	-231.191366
