Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-6.416519	-6.416519
1	0.950747	7500	-6.328001	-12.744520
2	0.926679	7500	-6.272538	-19.017058
3	0.902980	7500	-6.177647	-25.194705
4	0.879648	7500	-6.064841	-31.259546
5	0.856682	7500	-5.988410	-37.247956
6	0.834079	7500	-5.905571	-43.153527
7	0.811838	7500	-5.786322	-48.939849
8	0.789957	7500	-5.696648	-54.636497
9	0.768433	7500	-5.604338	-60.240835
10	0.747266	7500	-5.545175	-65.786010
11	0.726452	7500	-5.425534	-71.211543
12	0.705989	7500	-5.356793	-76.568337
13	0.685877	7500	-5.272067	-81.840403
14	0.666112	7500	-5.207048	-87.047451
15	0.646693	7500	-5.103117	-92.150568
16	0.627618	7500	-5.036369	-97.186938
17	0.608884	7500	-4.929144	-102.116082
18	0.590490	7500	-4.878409	-106.994490
19	0.572433	7500	-4.777368	-111.771859
20	0.554712	7500	-4.721562	-116.493420
21	0.537324	7500	-4.604524	-121.097944
22	0.520268	7500	-4.530095	-125.628040
23	0.503540	7500	-4.451767	-130.079807
24	0.487139	7500	-4.397838	-134.477645
25	0.471063	7500	-4.290293	-138.767938
26	0.455310	7500	-4.254325	-143.022262
27	0.439877	7500	-4.118960	-147.141222
28	0.424762	7500	-4.108675	-151.249897
29	0.409963	7500	-4.016407	-155.266304
30	0.395478	7500	-3.951667	-159.217972
31	0.381305	7500	-3.868200	-163.086171
32	0.367440	7500	-3.784489	-166.870660
33	0.353883	7500	-3.731208	-170.601868
34	0.340630	7500	-3.614798	-174.216666
35	0.327680	7500	-3.567753	-177.784419
36	0.315030	7500	-3.505508	-181.289927
37	0.302677	7500	-3.440930	-184.730857
38	0.290619	7500	-3.384792	-188.115649
39	0.278855	7500	-3.314558	-191.430207
40	0.267381	7500	-3.289736	-194.719943
41	0.256195	7500	-3.193255	-197.913198
42	0.245294	7500	-3.111959	-201.025157
43	0.234677	7500	-3.030508	-204.055665
44	0.224340	7500	-2.986228	-207.041893
45	0.214281	7500	-2.926122	-209.968015
46	0.204498	7500	-2.861760	-212.829775
47	0.194988	7500	-2.807507	-215.637282
48	0.185749	7500	-2.764821	-218.402103
49	0.176777	7500	-2.715810	-221.117913
50	0.168070	7500	-2.683707	-223.801620
51	0.159626	7500	-2.583835	-226.385456
52	0.151441	7500	-2.539017	-228.924473
53	0.143514	7500	-2.469388	-231.393861
54	0.135841	7500	-2.415407	-233.809268
55	0.128420	7500	-2.378005	-236.187272
56	0.121247	7500	-2.307174	-238.494447
57	0.114320	7500	-2.263129	-240.757576
58	0.107637	7500	-2.179140	-242.936716
59	0.101193	7500	-2.143752	-245.080468
60	0.094986	7500	-2.087633	-247.168101
61	0.089014	7500	-2.023329	-249.191430
62	0.083273	7500	-1.957852	-251.149281
63	0.077760	7500	-1.903888	-253.053170
64	0.072472	7500	-1.856759	-254.909928
65	0.067406	7500	-1.803611	-256.713539
66	0.062558	7500	-1.732347	-258.445886
67	0.057926	7500	-1.682885	-260.128771
68	0.053506	7500	-1.611001	-261.739772
69	0.049295	7500	-1.568688	-263.308460
70	0.045289	7500	-1.499208	-264.807667
71	0.041485	7500	-1.430803	-266.238471
72	0.037880	7500	-1.387239	-267.625710
73	0.034469	7500	-1.318198	-268.943908
74	0.031250	7500	-1.262131	-270.206039
75	0.028218	7500	-1.205166	-271.411204
76	0.025370	7500	-1.136031	-272.547235
77	0.022702	7500	-1.079546	-273.626781
78	0.020209	7500	-1.015216	-274.641997
79	0.017889	7500	-0.952401	-275.594398
80	0.015736	7500	-0.899027	-276.493425
81	0.013746	7500	-0.844736	-277.338161
82	0.011916	7500	-0.774000	-278.112161
83	0.010240	7500	-0.721481	-278.833642
84	0.008714	7500	-0.657694	-279.491336
85	0.007334	7500	-0.598905	-280.090241
86	0.006093	7500	-0.543431	-280.633673
87	0.004988	7500	-0.485752	-281.119424
88	0.004013	7500	-0.435971	-281.555395
89	0.003162	7500	-0.375676	-281.931071
90	0.002430	7500	-0.327599	-282.258670
91	0.001810	7500	-0.278944	-282.537614
92	0.001296	7500	-0.233977	-282.771591
93	0.000882	7500	-0.187229	-282.958820
94	0.000559	7500	-0.146125	-283.104945
95	0.000320	7500	-0.108387	-283.213332
96	0.000156	7500	-0.075051	-283.288383
97	0.000057	7500	-0.045687	-283.334070
98	0.000010	7500	-0.021125	-283.355195
99	0.000000	7500	-0.004557	-283.359752
Log marginal likelihood:	-283.359752
