Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.222888	-5.222888
1	0.950747	7500	-5.141740	-10.364628
2	0.926679	7500	-5.132977	-15.497605
3	0.902980	7500	-5.006814	-20.504419
4	0.879648	7500	-4.947999	-25.452418
5	0.856682	7500	-4.919990	-30.372409
6	0.834079	7500	-4.765859	-35.138268
7	0.811838	7500	-4.718130	-39.856398
8	0.789957	7500	-4.641206	-44.497604
9	0.768433	7500	-4.618679	-49.116283
10	0.747266	7500	-4.577321	-53.693603
11	0.726452	7500	-4.427300	-58.120904
12	0.705989	7500	-4.360714	-62.481618
13	0.685877	7500	-4.367527	-66.849145
14	0.666112	7500	-4.234263	-71.083408
15	0.646693	7500	-4.241392	-75.324800
16	0.627618	7500	-4.190217	-79.515017
17	0.608884	7500	-4.076897	-83.591914
18	0.590490	7500	-4.003323	-87.595236
19	0.572433	7500	-3.872698	-91.467934
20	0.554712	7500	-3.918567	-95.386501
21	0.537324	7500	-3.833036	-99.219538
22	0.520268	7500	-3.767720	-102.987258
23	0.503540	7500	-3.712146	-106.699404
24	0.487139	7500	-3.613561	-110.312965
25	0.471063	7500	-3.580120	-113.893085
26	0.455310	7500	-3.511015	-117.404101
27	0.439877	7500	-3.451468	-120.855569
28	0.424762	7500	-3.391221	-124.246790
29	0.409963	7500	-3.301690	-127.548480
30	0.395478	7500	-3.286544	-130.835025
31	0.381305	7500	-3.215881	-134.050905
32	0.367440	7500	-3.179267	-137.230172
33	0.353883	7500	-3.110883	-140.341054
34	0.340630	7500	-3.043830	-143.384884
35	0.327680	7500	-2.987671	-146.372556
36	0.315030	7500	-2.945349	-149.317905
37	0.302677	7500	-2.888066	-152.205971
38	0.290619	7500	-2.838063	-155.044034
39	0.278855	7500	-2.781954	-157.825988
40	0.267381	7500	-2.732300	-160.558288
41	0.256195	7500	-2.687277	-163.245565
42	0.245294	7500	-2.614744	-165.860309
43	0.234677	7500	-2.565001	-168.425310
44	0.224340	7500	-2.515190	-170.940500
45	0.214281	7500	-2.445344	-173.385844
46	0.204498	7500	-2.409605	-175.795449
47	0.194988	7500	-2.359019	-178.154468
48	0.185749	7500	-2.312337	-180.466805
49	0.176777	7500	-2.247486	-182.714291
50	0.168070	7500	-2.195069	-184.909360
51	0.159626	7500	-2.150621	-187.059981
52	0.151441	7500	-2.094446	-189.154427
53	0.143514	7500	-2.037742	-191.192169
54	0.135841	7500	-1.991915	-193.184084
55	0.128420	7500	-1.949592	-195.133676
56	0.121247	7500	-1.887613	-197.021290
57	0.114320	7500	-1.833829	-198.855118
58	0.107637	7500	-1.777957	-200.633075
59	0.101193	7500	-1.733834	-202.366908
60	0.094986	7500	-1.689834	-204.056742
61	0.089014	7500	-1.628504	-205.685246
62	0.083273	7500	-1.591832	-207.277078
63	0.077760	7500	-1.536457	-208.813535
64	0.072472	7500	-1.480490	-210.294026
65	0.067406	7500	-1.433780	-211.727806
66	0.062558	7500	-1.377276	-213.105082
67	0.057926	7500	-1.334929	-214.440011
68	0.053506	7500	-1.278030	-215.718040
69	0.049295	7500	-1.233523	-216.951564
70	0.045289	7500	-1.185619	-218.137182
71	0.041485	7500	-1.137769	-219.274951
72	0.037880	7500	-1.081359	-220.356310
73	0.034469	7500	-1.029378	-221.385688
74	0.031250	7500	-0.983758	-222.369446
75	0.028218	7500	-0.929168	-223.298614
76	0.025370	7500	-0.876292	-224.174906
77	0.022702	7500	-0.834418	-225.009324
78	0.020209	7500	-0.789081	-225.798405
79	0.017889	7500	-0.744685	-226.543091
80	0.015736	7500	-0.691212	-227.234302
81	0.013746	7500	-0.644751	-227.879054
82	0.011916	7500	-0.593173	-228.472226
83	0.010240	7500	-0.545577	-229.017803
84	0.008714	7500	-0.503600	-229.521403
85	0.007334	7500	-0.454760	-229.976163
86	0.006093	7500	-0.413692	-230.389855
87	0.004988	7500	-0.370163	-230.760018
88	0.004013	7500	-0.324953	-231.084971
89	0.003162	7500	-0.286230	-231.371201
90	0.002430	7500	-0.247592	-231.618793
91	0.001810	7500	-0.210736	-231.829529
92	0.001296	7500	-0.174716	-232.004245
93	0.000882	7500	-0.141376	-232.145621
94	0.000559	7500	-0.109597	-232.255218
95	0.000320	7500	-0.082964	-232.338181
96	0.000156	7500	-0.056567	-232.394749
97	0.000057	7500	-0.033713	-232.428462
98	0.000010	7500	-0.016093	-232.444556
99	0.000000	7500	-0.003441	-232.447997
Log marginal likelihood:	-232.447997
