Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.245709	-5.245709
1	0.950747	7500	-5.187941	-10.433650
2	0.926679	7500	-5.123663	-15.557312
3	0.902980	7500	-5.065965	-20.623278
4	0.879648	7500	-4.969651	-25.592928
5	0.856682	7500	-4.880566	-30.473494
6	0.834079	7500	-4.797536	-35.271031
7	0.811838	7500	-4.746748	-40.017779
8	0.789957	7500	-4.695973	-44.713751
9	0.768433	7500	-4.642372	-49.356123
10	0.747266	7500	-4.519532	-53.875655
11	0.726452	7500	-4.494189	-58.369844
12	0.705989	7500	-4.401704	-62.771547
13	0.685877	7500	-4.364958	-67.136505
14	0.666112	7500	-4.281130	-71.417635
15	0.646693	7500	-4.274360	-75.691995
16	0.627618	7500	-4.140010	-79.832005
17	0.608884	7500	-4.075387	-83.907392
18	0.590490	7500	-4.014663	-87.922056
19	0.572433	7500	-3.955366	-91.877422
20	0.554712	7500	-3.902282	-95.779704
21	0.537324	7500	-3.828270	-99.607974
22	0.520268	7500	-3.766214	-103.374188
23	0.503540	7500	-3.736581	-107.110769
24	0.487139	7500	-3.640015	-110.750784
25	0.471063	7500	-3.588372	-114.339155
26	0.455310	7500	-3.507933	-117.847088
27	0.439877	7500	-3.452198	-121.299286
28	0.424762	7500	-3.416556	-124.715842
29	0.409963	7500	-3.335220	-128.051061
30	0.395478	7500	-3.304212	-131.355274
31	0.381305	7500	-3.220337	-134.575611
32	0.367440	7500	-3.182790	-137.758401
33	0.353883	7500	-3.119222	-140.877623
34	0.340630	7500	-3.049019	-143.926642
35	0.327680	7500	-3.011257	-146.937899
36	0.315030	7500	-2.947197	-149.885096
37	0.302677	7500	-2.896794	-152.781889
38	0.290619	7500	-2.844856	-155.626746
39	0.278855	7500	-2.779381	-158.406126
40	0.267381	7500	-2.722570	-161.128697
41	0.256195	7500	-2.678040	-163.806737
42	0.245294	7500	-2.621725	-166.428461
43	0.234677	7500	-2.572940	-169.001401
44	0.224340	7500	-2.505540	-171.506941
45	0.214281	7500	-2.463698	-173.970639
46	0.204498	7500	-2.406599	-176.377238
47	0.194988	7500	-2.350470	-178.727708
48	0.185749	7500	-2.304469	-181.032176
49	0.176777	7500	-2.243722	-183.275898
50	0.168070	7500	-2.189600	-185.465498
51	0.159626	7500	-2.140497	-187.605995
52	0.151441	7500	-2.091864	-189.697860
53	0.143514	7500	-2.030803	-191.728663
54	0.135841	7500	-1.995015	-193.723678
55	0.128420	7500	-1.941003	-195.664681
56	0.121247	7500	-1.888501	-197.553182
57	0.114320	7500	-1.833186	-199.386368
58	0.107637	7500	-1.783670	-201.170038
59	0.101193	7500	-1.737953	-202.907991
60	0.094986	7500	-1.683199	-204.591190
61	0.089014	7500	-1.636501	-206.227692
62	0.083273	7500	-1.573737	-207.801428
63	0.077760	7500	-1.534735	-209.336163
64	0.072472	7500	-1.480826	-210.816990
65	0.067406	7500	-1.432336	-212.249325
66	0.062558	7500	-1.377099	-213.626424
67	0.057926	7500	-1.336836	-214.963260
68	0.053506	7500	-1.282181	-216.245441
69	0.049295	7500	-1.234720	-217.480161
70	0.045289	7500	-1.183949	-218.664110
71	0.041485	7500	-1.138008	-219.802118
72	0.037880	7500	-1.077539	-220.879657
73	0.034469	7500	-1.028113	-221.907769
74	0.031250	7500	-0.983842	-222.891611
75	0.028218	7500	-0.929247	-223.820858
76	0.025370	7500	-0.882596	-224.703454
77	0.022702	7500	-0.833800	-225.537254
78	0.020209	7500	-0.786325	-226.323579
79	0.017889	7500	-0.738701	-227.062281
80	0.015736	7500	-0.686480	-227.748761
81	0.013746	7500	-0.643960	-228.392721
82	0.011916	7500	-0.599439	-228.992160
83	0.010240	7500	-0.545927	-229.538087
84	0.008714	7500	-0.507544	-230.045630
85	0.007334	7500	-0.456430	-230.502060
86	0.006093	7500	-0.410563	-230.912623
87	0.004988	7500	-0.369579	-231.282201
88	0.004013	7500	-0.327298	-231.609500
89	0.003162	7500	-0.284882	-231.894382
90	0.002430	7500	-0.248095	-232.142477
91	0.001810	7500	-0.211265	-232.353741
92	0.001296	7500	-0.176775	-232.530516
93	0.000882	7500	-0.142062	-232.672579
94	0.000559	7500	-0.112168	-232.784747
95	0.000320	7500	-0.083304	-232.868051
96	0.000156	7500	-0.056657	-232.924708
97	0.000057	7500	-0.034058	-232.958766
98	0.000010	7500	-0.016174	-232.974940
99	0.000000	7500	-0.003442	-232.978382
Log marginal likelihood:	-232.978382
