Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.206920	-5.206920
1	0.950747	7500	-5.145321	-10.352241
2	0.926679	7500	-5.080119	-15.432360
3	0.902980	7500	-4.992877	-20.425236
4	0.879648	7500	-4.909490	-25.334726
5	0.856682	7500	-4.854348	-30.189075
6	0.834079	7500	-4.769614	-34.958689
7	0.811838	7500	-4.738965	-39.697654
8	0.789957	7500	-4.629976	-44.327630
9	0.768433	7500	-4.569497	-48.897127
10	0.747266	7500	-4.479437	-53.376563
11	0.726452	7500	-4.440577	-57.817141
12	0.705989	7500	-4.342670	-62.159810
13	0.685877	7500	-4.309096	-66.468906
14	0.666112	7500	-4.213328	-70.682234
15	0.646693	7500	-4.198596	-74.880830
16	0.627618	7500	-4.153886	-79.034716
17	0.608884	7500	-4.030681	-83.065397
18	0.590490	7500	-3.977960	-87.043357
19	0.572433	7500	-3.884822	-90.928179
20	0.554712	7500	-3.825926	-94.754105
21	0.537324	7500	-3.788855	-98.542960
22	0.520268	7500	-3.733423	-102.276383
23	0.503540	7500	-3.671330	-105.947713
24	0.487139	7500	-3.638601	-109.586314
25	0.471063	7500	-3.541659	-113.127973
26	0.455310	7500	-3.511779	-116.639752
27	0.439877	7500	-3.448251	-120.088003
28	0.424762	7500	-3.408953	-123.496956
29	0.409963	7500	-3.319750	-126.816707
30	0.395478	7500	-3.265807	-130.082514
31	0.381305	7500	-3.209397	-133.291911
32	0.367440	7500	-3.142192	-136.434103
33	0.353883	7500	-3.072133	-139.506236
34	0.340630	7500	-3.037969	-142.544206
35	0.327680	7500	-2.984422	-145.528628
36	0.315030	7500	-2.929491	-148.458119
37	0.302677	7500	-2.881701	-151.339820
38	0.290619	7500	-2.814823	-154.154643
39	0.278855	7500	-2.772362	-156.927005
40	0.267381	7500	-2.702665	-159.629671
41	0.256195	7500	-2.654983	-162.284654
42	0.245294	7500	-2.604029	-164.888682
43	0.234677	7500	-2.541731	-167.430413
44	0.224340	7500	-2.496809	-169.927222
45	0.214281	7500	-2.446816	-172.374038
46	0.204498	7500	-2.392176	-174.766214
47	0.194988	7500	-2.334859	-177.101073
48	0.185749	7500	-2.290531	-179.391604
49	0.176777	7500	-2.240966	-181.632570
50	0.168070	7500	-2.194612	-183.827182
51	0.159626	7500	-2.139174	-185.966356
52	0.151441	7500	-2.076198	-188.042554
53	0.143514	7500	-2.025211	-190.067765
54	0.135841	7500	-1.980648	-192.048413
55	0.128420	7500	-1.924790	-193.973203
56	0.121247	7500	-1.879962	-195.853165
57	0.114320	7500	-1.824448	-197.677613
58	0.107637	7500	-1.778535	-199.456149
59	0.101193	7500	-1.730297	-201.186445
60	0.094986	7500	-1.672396	-202.858841
61	0.089014	7500	-1.632182	-204.491024
62	0.083273	7500	-1.576970	-206.067994
63	0.077760	7500	-1.530468	-207.598463
64	0.072472	7500	-1.474078	-209.072541
65	0.067406	7500	-1.431650	-210.504191
66	0.062558	7500	-1.376608	-211.880799
67	0.057926	7500	-1.325796	-213.206594
68	0.053506	7500	-1.273595	-214.480189
69	0.049295	7500	-1.228771	-215.708961
70	0.045289	7500	-1.183344	-216.892305
71	0.041485	7500	-1.127784	-218.020089
72	0.037880	7500	-1.069774	-219.089863
73	0.034469	7500	-1.030505	-220.120368
74	0.031250	7500	-0.980486	-221.100854
75	0.028218	7500	-0.931814	-222.032669
76	0.025370	7500	-0.876009	-222.908678
77	0.022702	7500	-0.826610	-223.735288
78	0.020209	7500	-0.784455	-224.519743
79	0.017889	7500	-0.734820	-225.254564
80	0.015736	7500	-0.687346	-225.941910
81	0.013746	7500	-0.642732	-226.584642
82	0.011916	7500	-0.596883	-227.181525
83	0.010240	7500	-0.546818	-227.728343
84	0.008714	7500	-0.497904	-228.226247
85	0.007334	7500	-0.456093	-228.682341
86	0.006093	7500	-0.412108	-229.094449
87	0.004988	7500	-0.367692	-229.462141
88	0.004013	7500	-0.325957	-229.788098
89	0.003162	7500	-0.286370	-230.074469
90	0.002430	7500	-0.250335	-230.324803
91	0.001810	7500	-0.213065	-230.537868
92	0.001296	7500	-0.175224	-230.713092
93	0.000882	7500	-0.141408	-230.854500
94	0.000559	7500	-0.109472	-230.963972
95	0.000320	7500	-0.081967	-231.045939
96	0.000156	7500	-0.055838	-231.101777
97	0.000057	7500	-0.033622	-231.135400
98	0.000010	7500	-0.016071	-231.151471
99	0.000000	7500	-0.003450	-231.154920
Log marginal likelihood:	-231.154920
