Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-6.419373	-6.419373
1	0.950747	7500	-6.318869	-12.738241
2	0.926679	7500	-6.276268	-19.014509
3	0.902980	7500	-6.188211	-25.202720
4	0.879648	7500	-6.070469	-31.273189
5	0.856682	7500	-5.966802	-37.239990
6	0.834079	7500	-5.873864	-43.113854
7	0.811838	7500	-5.808422	-48.922276
8	0.789957	7500	-5.684115	-54.606391
9	0.768433	7500	-5.651666	-60.258056
10	0.747266	7500	-5.504598	-65.762655
11	0.726452	7500	-5.435664	-71.198319
12	0.705989	7500	-5.348435	-76.546754
13	0.685877	7500	-5.288581	-81.835335
14	0.666112	7500	-5.185532	-87.020868
15	0.646693	7500	-5.105314	-92.126182
16	0.627618	7500	-5.047231	-97.173413
17	0.608884	7500	-4.944713	-102.118125
18	0.590490	7500	-4.842689	-106.960814
19	0.572433	7500	-4.765501	-111.726315
20	0.554712	7500	-4.678579	-116.404894
21	0.537324	7500	-4.640818	-121.045712
22	0.520268	7500	-4.539795	-125.585507
23	0.503540	7500	-4.476660	-130.062167
24	0.487139	7500	-4.412828	-134.474995
25	0.471063	7500	-4.299144	-138.774139
26	0.455310	7500	-4.257205	-143.031343
27	0.439877	7500	-4.127157	-147.158501
28	0.424762	7500	-4.069698	-151.228198
29	0.409963	7500	-3.968939	-155.197137
30	0.395478	7500	-3.923150	-159.120288
31	0.381305	7500	-3.839198	-162.959485
32	0.367440	7500	-3.776467	-166.735952
33	0.353883	7500	-3.687019	-170.422971
34	0.340630	7500	-3.634685	-174.057656
35	0.327680	7500	-3.610048	-177.667704
36	0.315030	7500	-3.478426	-181.146129
37	0.302677	7500	-3.453131	-184.599261
38	0.290619	7500	-3.385276	-187.984536
39	0.278855	7500	-3.338535	-191.323071
40	0.267381	7500	-3.264642	-194.587713
41	0.256195	7500	-3.210096	-197.797810
42	0.245294	7500	-3.119071	-200.916881
43	0.234677	7500	-3.047194	-203.964074
44	0.224340	7500	-3.014259	-206.978333
45	0.214281	7500	-2.961928	-209.940261
46	0.204498	7500	-2.881484	-212.821745
47	0.194988	7500	-2.847151	-215.668896
48	0.185749	7500	-2.755598	-218.424494
49	0.176777	7500	-2.710198	-221.134692
50	0.168070	7500	-2.634787	-223.769479
51	0.159626	7500	-2.571959	-226.341438
52	0.151441	7500	-2.572833	-228.914271
53	0.143514	7500	-2.449195	-231.363466
54	0.135841	7500	-2.400827	-233.764293
55	0.128420	7500	-2.349683	-236.113977
56	0.121247	7500	-2.281206	-238.395182
57	0.114320	7500	-2.254585	-240.649767
58	0.107637	7500	-2.187239	-242.837006
59	0.101193	7500	-2.148782	-244.985789
60	0.094986	7500	-2.094064	-247.079853
61	0.089014	7500	-2.026278	-249.106131
62	0.083273	7500	-1.968339	-251.074471
63	0.077760	7500	-1.904083	-252.978554
64	0.072472	7500	-1.844503	-254.823057
65	0.067406	7500	-1.794650	-256.617707
66	0.062558	7500	-1.735698	-258.353405
67	0.057926	7500	-1.682662	-260.036067
68	0.053506	7500	-1.617444	-261.653511
69	0.049295	7500	-1.547753	-263.201264
70	0.045289	7500	-1.495727	-264.696992
71	0.041485	7500	-1.425491	-266.122483
72	0.037880	7500	-1.372772	-267.495255
73	0.034469	7500	-1.314332	-268.809586
74	0.031250	7500	-1.256668	-270.066254
75	0.028218	7500	-1.185027	-271.251282
76	0.025370	7500	-1.130721	-272.382002
77	0.022702	7500	-1.087458	-273.469460
78	0.020209	7500	-1.016666	-274.486126
79	0.017889	7500	-0.948296	-275.434421
80	0.015736	7500	-0.878592	-276.313013
81	0.013746	7500	-0.831479	-277.144492
82	0.011916	7500	-0.781674	-277.926166
83	0.010240	7500	-0.712474	-278.638640
84	0.008714	7500	-0.655015	-279.293655
85	0.007334	7500	-0.593369	-279.887024
86	0.006093	7500	-0.535975	-280.422999
87	0.004988	7500	-0.475196	-280.898195
88	0.004013	7500	-0.431004	-281.329199
89	0.003162	7500	-0.374844	-281.704044
90	0.002430	7500	-0.334178	-282.038222
91	0.001810	7500	-0.277688	-282.315910
92	0.001296	7500	-0.234698	-282.550607
93	0.000882	7500	-0.189173	-282.739780
94	0.000559	7500	-0.144429	-282.884209
95	0.000320	7500	-0.108874	-282.993083
96	0.000156	7500	-0.073452	-283.066534
97	0.000057	7500	-0.044336	-283.110870
98	0.000010	7500	-0.021209	-283.132079
99	0.000000	7500	-0.004572	-283.136652
Log marginal likelihood:	-283.136652
