Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-7.410158	-7.410158
1	0.950747	7500	-7.288750	-14.698908
2	0.926679	7500	-7.170759	-21.869667
3	0.902980	7500	-7.099994	-28.969661
4	0.879648	7500	-6.989646	-35.959307
5	0.856682	7500	-6.888453	-42.847760
6	0.834079	7500	-6.816333	-49.664093
7	0.811838	7500	-6.676115	-56.340208
8	0.789957	7500	-6.588365	-62.928574
9	0.768433	7500	-6.524743	-69.453317
10	0.747266	7500	-6.390041	-75.843358
11	0.726452	7500	-6.282043	-82.125401
12	0.705989	7500	-6.211781	-88.337183
13	0.685877	7500	-6.090830	-94.428013
14	0.666112	7500	-6.012758	-100.440771
15	0.646693	7500	-5.909342	-106.350113
16	0.627618	7500	-5.801764	-112.151877
17	0.608884	7500	-5.703116	-117.854994
18	0.590490	7500	-5.650329	-123.505323
19	0.572433	7500	-5.553839	-129.059161
20	0.554712	7500	-5.455379	-134.514540
21	0.537324	7500	-5.385189	-139.899729
22	0.520268	7500	-5.285798	-145.185526
23	0.503540	7500	-5.206047	-150.391574
24	0.487139	7500	-5.121012	-155.512586
25	0.471063	7500	-5.016388	-160.528974
26	0.455310	7500	-4.952064	-165.481038
27	0.439877	7500	-4.881918	-170.362957
28	0.424762	7500	-4.773213	-175.136170
29	0.409963	7500	-4.708162	-179.844332
30	0.395478	7500	-4.598970	-184.443302
31	0.381305	7500	-4.540734	-188.984036
32	0.367440	7500	-4.464180	-193.448216
33	0.353883	7500	-4.378915	-197.827131
34	0.340630	7500	-4.265186	-202.092316
35	0.327680	7500	-4.214177	-206.306494
36	0.315030	7500	-4.132653	-210.439147
37	0.302677	7500	-4.039954	-214.479101
38	0.290619	7500	-3.998002	-218.477103
39	0.278855	7500	-3.911760	-222.388863
40	0.267381	7500	-3.816021	-226.204884
41	0.256195	7500	-3.758798	-229.963682
42	0.245294	7500	-3.674858	-233.638540
43	0.234677	7500	-3.614485	-237.253025
44	0.224340	7500	-3.536731	-240.789755
45	0.214281	7500	-3.471036	-244.260792
46	0.204498	7500	-3.402247	-247.663038
47	0.194988	7500	-3.319765	-250.982804
48	0.185749	7500	-3.252331	-254.235134
49	0.176777	7500	-3.162262	-257.397397
50	0.168070	7500	-3.083931	-260.481328
51	0.159626	7500	-3.019413	-263.500741
52	0.151441	7500	-2.954491	-266.455233
53	0.143514	7500	-2.884138	-269.339370
54	0.135841	7500	-2.823924	-272.163295
55	0.128420	7500	-2.740730	-274.904024
56	0.121247	7500	-2.677117	-277.581141
57	0.114320	7500	-2.595048	-280.176189
58	0.107637	7500	-2.524390	-282.700580
59	0.101193	7500	-2.447393	-285.147973
60	0.094986	7500	-2.371309	-287.519282
61	0.089014	7500	-2.300106	-289.819388
62	0.083273	7500	-2.228619	-292.048008
63	0.077760	7500	-2.163428	-294.211435
64	0.072472	7500	-2.091478	-296.302913
65	0.067406	7500	-2.015936	-298.318849
66	0.062558	7500	-1.956149	-300.274998
67	0.057926	7500	-1.867482	-302.142480
68	0.053506	7500	-1.798213	-303.940693
69	0.049295	7500	-1.730486	-305.671179
70	0.045289	7500	-1.659509	-307.330688
71	0.041485	7500	-1.600531	-308.931218
72	0.037880	7500	-1.516312	-310.447530
73	0.034469	7500	-1.439543	-311.887073
74	0.031250	7500	-1.380392	-313.267465
75	0.028218	7500	-1.319480	-314.586945
76	0.025370	7500	-1.244658	-315.831603
77	0.022702	7500	-1.158898	-316.990501
78	0.020209	7500	-1.103737	-318.094238
79	0.017889	7500	-1.027644	-319.121881
80	0.015736	7500	-0.955074	-320.076956
81	0.013746	7500	-0.894938	-320.971894
82	0.011916	7500	-0.815775	-321.787669
83	0.010240	7500	-0.751436	-322.539105
84	0.008714	7500	-0.698691	-323.237797
85	0.007334	7500	-0.633519	-323.871315
86	0.006093	7500	-0.577451	-324.448766
87	0.004988	7500	-0.514624	-324.963391
88	0.004013	7500	-0.455748	-325.419139
89	0.003162	7500	-0.392611	-325.811750
90	0.002430	7500	-0.344112	-326.155862
91	0.001810	7500	-0.293005	-326.448867
92	0.001296	7500	-0.243249	-326.692116
93	0.000882	7500	-0.195780	-326.887896
94	0.000559	7500	-0.152970	-327.040866
95	0.000320	7500	-0.112608	-327.153474
96	0.000156	7500	-0.078049	-327.231524
97	0.000057	7500	-0.047604	-327.279127
98	0.000010	7500	-0.022046	-327.301174
99	0.000000	7500	-0.004758	-327.305932
Log marginal likelihood:	-327.305932
