Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.207473	-5.207473
1	0.950747	7500	-5.140728	-10.348201
2	0.926679	7500	-5.083341	-15.431542
3	0.902980	7500	-5.012131	-20.443674
4	0.879648	7500	-4.922549	-25.366222
5	0.856682	7500	-4.876619	-30.242841
6	0.834079	7500	-4.814664	-35.057506
7	0.811838	7500	-4.739165	-39.796670
8	0.789957	7500	-4.701578	-44.498248
9	0.768433	7500	-4.609271	-49.107519
10	0.747266	7500	-4.534230	-53.641749
11	0.726452	7500	-4.491709	-58.133458
12	0.705989	7500	-4.409719	-62.543176
13	0.685877	7500	-4.369962	-66.913139
14	0.666112	7500	-4.267425	-71.180564
15	0.646693	7500	-4.213863	-75.394428
16	0.627618	7500	-4.157206	-79.551633
17	0.608884	7500	-4.072490	-83.624124
18	0.590490	7500	-3.992481	-87.616605
19	0.572433	7500	-3.962757	-91.579362
20	0.554712	7500	-3.909572	-95.488934
21	0.537324	7500	-3.817248	-99.306182
22	0.520268	7500	-3.763618	-103.069800
23	0.503540	7500	-3.695197	-106.764997
24	0.487139	7500	-3.637804	-110.402801
25	0.471063	7500	-3.597790	-114.000591
26	0.455310	7500	-3.535634	-117.536225
27	0.439877	7500	-3.449483	-120.985708
28	0.424762	7500	-3.405906	-124.391614
29	0.409963	7500	-3.345973	-127.737587
30	0.395478	7500	-3.291222	-131.028809
31	0.381305	7500	-3.225211	-134.254020
32	0.367440	7500	-3.162902	-137.416922
33	0.353883	7500	-3.103363	-140.520285
34	0.340630	7500	-3.042846	-143.563131
35	0.327680	7500	-3.002504	-146.565635
36	0.315030	7500	-2.921082	-149.486716
37	0.302677	7500	-2.883935	-152.370651
38	0.290619	7500	-2.828798	-155.199449
39	0.278855	7500	-2.762455	-157.961904
40	0.267381	7500	-2.714549	-160.676453
41	0.256195	7500	-2.672910	-163.349363
42	0.245294	7500	-2.608418	-165.957781
43	0.234677	7500	-2.546121	-168.503902
44	0.224340	7500	-2.498937	-171.002838
45	0.214281	7500	-2.451497	-173.454335
46	0.204498	7500	-2.388492	-175.842827
47	0.194988	7500	-2.337124	-178.179952
48	0.185749	7500	-2.293483	-180.473435
49	0.176777	7500	-2.241650	-182.715084
50	0.168070	7500	-2.178367	-184.893451
51	0.159626	7500	-2.140997	-187.034448
52	0.151441	7500	-2.085795	-189.120243
53	0.143514	7500	-2.028633	-191.148876
54	0.135841	7500	-1.979654	-193.128529
55	0.128420	7500	-1.932327	-195.060856
56	0.121247	7500	-1.872457	-196.933313
57	0.114320	7500	-1.820174	-198.753487
58	0.107637	7500	-1.774898	-200.528384
59	0.101193	7500	-1.723000	-202.251385
60	0.094986	7500	-1.668061	-203.919446
61	0.089014	7500	-1.622883	-205.542329
62	0.083273	7500	-1.569669	-207.111998
63	0.077760	7500	-1.523312	-208.635310
64	0.072472	7500	-1.474765	-210.110075
65	0.067406	7500	-1.419186	-211.529261
66	0.062558	7500	-1.366815	-212.896075
67	0.057926	7500	-1.313787	-214.209862
68	0.053506	7500	-1.268350	-215.478212
69	0.049295	7500	-1.223783	-216.701995
70	0.045289	7500	-1.161061	-217.863056
71	0.041485	7500	-1.118667	-218.981723
72	0.037880	7500	-1.071415	-220.053138
73	0.034469	7500	-1.015604	-221.068742
74	0.031250	7500	-0.971541	-222.040283
75	0.028218	7500	-0.926420	-222.966704
76	0.025370	7500	-0.877284	-223.843988
77	0.022702	7500	-0.831747	-224.675735
78	0.020209	7500	-0.772362	-225.448097
79	0.017889	7500	-0.740796	-226.188893
80	0.015736	7500	-0.685014	-226.873906
81	0.013746	7500	-0.635184	-227.509090
82	0.011916	7500	-0.587884	-228.096974
83	0.010240	7500	-0.554633	-228.651607
84	0.008714	7500	-0.498556	-229.150163
85	0.007334	7500	-0.459864	-229.610027
86	0.006093	7500	-0.409631	-230.019658
87	0.004988	7500	-0.369600	-230.389259
88	0.004013	7500	-0.323068	-230.712327
89	0.003162	7500	-0.289857	-231.002184
90	0.002430	7500	-0.247093	-231.249278
91	0.001810	7500	-0.207831	-231.457109
92	0.001296	7500	-0.177932	-231.635041
93	0.000882	7500	-0.142191	-231.777232
94	0.000559	7500	-0.108080	-231.885312
95	0.000320	7500	-0.080972	-231.966284
96	0.000156	7500	-0.056030	-232.022313
97	0.000057	7500	-0.034053	-232.056366
98	0.000010	7500	-0.015860	-232.072226
99	0.000000	7500	-0.003383	-232.075609
Log marginal likelihood:	-232.075609
