Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.206814	-5.206814
1	0.950747	7500	-5.149160	-10.355974
2	0.926679	7500	-5.046922	-15.402896
3	0.902980	7500	-5.047401	-20.450297
4	0.879648	7500	-4.903071	-25.353368
5	0.856682	7500	-4.895209	-30.248578
6	0.834079	7500	-4.765363	-35.013941
7	0.811838	7500	-4.707716	-39.721657
8	0.789957	7500	-4.655234	-44.376891
9	0.768433	7500	-4.565393	-48.942285
10	0.747266	7500	-4.532066	-53.474350
11	0.726452	7500	-4.460157	-57.934507
12	0.705989	7500	-4.399115	-62.333622
13	0.685877	7500	-4.378331	-66.711954
14	0.666112	7500	-4.253587	-70.965541
15	0.646693	7500	-4.192842	-75.158383
16	0.627618	7500	-4.159370	-79.317753
17	0.608884	7500	-4.056482	-83.374235
18	0.590490	7500	-3.998897	-87.373132
19	0.572433	7500	-3.929738	-91.302870
20	0.554712	7500	-3.887108	-95.189977
21	0.537324	7500	-3.811404	-99.001381
22	0.520268	7500	-3.745294	-102.746676
23	0.503540	7500	-3.677793	-106.424468
24	0.487139	7500	-3.613360	-110.037828
25	0.471063	7500	-3.598500	-113.636328
26	0.455310	7500	-3.511474	-117.147803
27	0.439877	7500	-3.472825	-120.620628
28	0.424762	7500	-3.404593	-124.025222
29	0.409963	7500	-3.336304	-127.361526
30	0.395478	7500	-3.298039	-130.659565
31	0.381305	7500	-3.229744	-133.889309
32	0.367440	7500	-3.163575	-137.052884
33	0.353883	7500	-3.117506	-140.170389
34	0.340630	7500	-3.062939	-143.233328
35	0.327680	7500	-2.977492	-146.210820
36	0.315030	7500	-2.949667	-149.160487
37	0.302677	7500	-2.884757	-152.045244
38	0.290619	7500	-2.843809	-154.889054
39	0.278855	7500	-2.767693	-157.656746
40	0.267381	7500	-2.724471	-160.381218
41	0.256195	7500	-2.666695	-163.047913
42	0.245294	7500	-2.612284	-165.660197
43	0.234677	7500	-2.561068	-168.221265
44	0.224340	7500	-2.496624	-170.717888
45	0.214281	7500	-2.459525	-173.177413
46	0.204498	7500	-2.397839	-175.575253
47	0.194988	7500	-2.334494	-177.909747
48	0.185749	7500	-2.293299	-180.203046
49	0.176777	7500	-2.239171	-182.442217
50	0.168070	7500	-2.195305	-184.637522
51	0.159626	7500	-2.144994	-186.782516
52	0.151441	7500	-2.084029	-188.866545
53	0.143514	7500	-2.031062	-190.897607
54	0.135841	7500	-1.999511	-192.897118
55	0.128420	7500	-1.934917	-194.832035
56	0.121247	7500	-1.866310	-196.698345
57	0.114320	7500	-1.823051	-198.521397
58	0.107637	7500	-1.774787	-200.296184
59	0.101193	7500	-1.725500	-202.021684
60	0.094986	7500	-1.675207	-203.696891
61	0.089014	7500	-1.624993	-205.321884
62	0.083273	7500	-1.572823	-206.894707
63	0.077760	7500	-1.516928	-208.411635
64	0.072472	7500	-1.473627	-209.885263
65	0.067406	7500	-1.421612	-211.306875
66	0.062558	7500	-1.376484	-212.683359
67	0.057926	7500	-1.325936	-214.009295
68	0.053506	7500	-1.275607	-215.284902
69	0.049295	7500	-1.223493	-216.508395
70	0.045289	7500	-1.172121	-217.680515
71	0.041485	7500	-1.131581	-218.812096
72	0.037880	7500	-1.073255	-219.885351
73	0.034469	7500	-1.018751	-220.904102
74	0.031250	7500	-0.972305	-221.876406
75	0.028218	7500	-0.914831	-222.791238
76	0.025370	7500	-0.881512	-223.672750
77	0.022702	7500	-0.839200	-224.511950
78	0.020209	7500	-0.775821	-225.287772
79	0.017889	7500	-0.728032	-226.015804
80	0.015736	7500	-0.677618	-226.693422
81	0.013746	7500	-0.645240	-227.338662
82	0.011916	7500	-0.596089	-227.934752
83	0.010240	7500	-0.544056	-228.478808
84	0.008714	7500	-0.501897	-228.980705
85	0.007334	7500	-0.462703	-229.443408
86	0.006093	7500	-0.410839	-229.854247
87	0.004988	7500	-0.368241	-230.222488
88	0.004013	7500	-0.323260	-230.545748
89	0.003162	7500	-0.280483	-230.826231
90	0.002430	7500	-0.248728	-231.074959
91	0.001810	7500	-0.203391	-231.278350
92	0.001296	7500	-0.173851	-231.452201
93	0.000882	7500	-0.142512	-231.594713
94	0.000559	7500	-0.110218	-231.704931
95	0.000320	7500	-0.081404	-231.786335
96	0.000156	7500	-0.055500	-231.841835
97	0.000057	7500	-0.033821	-231.875656
98	0.000010	7500	-0.015795	-231.891451
99	0.000000	7500	-0.003398	-231.894849
Log marginal likelihood:	-231.894849
