Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.216967	-5.216967
1	0.950747	7500	-5.163130	-10.380097
2	0.926679	7500	-5.089585	-15.469682
3	0.902980	7500	-5.055284	-20.524965
4	0.879648	7500	-4.959358	-25.484323
5	0.856682	7500	-4.880998	-30.365321
6	0.834079	7500	-4.791188	-35.156509
7	0.811838	7500	-4.763393	-39.919902
8	0.789957	7500	-4.687368	-44.607270
9	0.768433	7500	-4.581033	-49.188303
10	0.747266	7500	-4.493742	-53.682045
11	0.726452	7500	-4.523796	-58.205841
12	0.705989	7500	-4.368096	-62.573937
13	0.685877	7500	-4.325489	-66.899426
14	0.666112	7500	-4.283678	-71.183104
15	0.646693	7500	-4.189831	-75.372935
16	0.627618	7500	-4.164586	-79.537521
17	0.608884	7500	-4.089690	-83.627210
18	0.590490	7500	-4.014469	-87.641680
19	0.572433	7500	-3.971896	-91.613576
20	0.554712	7500	-3.867413	-95.480989
21	0.537324	7500	-3.805410	-99.286400
22	0.520268	7500	-3.743068	-103.029468
23	0.503540	7500	-3.691232	-106.720700
24	0.487139	7500	-3.610636	-110.331336
25	0.471063	7500	-3.565627	-113.896963
26	0.455310	7500	-3.488081	-117.385045
27	0.439877	7500	-3.447764	-120.832808
28	0.424762	7500	-3.398323	-124.231131
29	0.409963	7500	-3.354145	-127.585277
30	0.395478	7500	-3.294873	-130.880149
31	0.381305	7500	-3.231068	-134.111217
32	0.367440	7500	-3.160464	-137.271681
33	0.353883	7500	-3.105693	-140.377374
34	0.340630	7500	-3.036845	-143.414219
35	0.327680	7500	-2.982049	-146.396269
36	0.315030	7500	-2.937648	-149.333917
37	0.302677	7500	-2.893692	-152.227609
38	0.290619	7500	-2.836092	-155.063701
39	0.278855	7500	-2.764127	-157.827828
40	0.267381	7500	-2.719907	-160.547735
41	0.256195	7500	-2.666575	-163.214310
42	0.245294	7500	-2.605527	-165.819837
43	0.234677	7500	-2.557211	-168.377048
44	0.224340	7500	-2.501469	-170.878517
45	0.214281	7500	-2.442233	-173.320750
46	0.204498	7500	-2.390936	-175.711686
47	0.194988	7500	-2.343090	-178.054776
48	0.185749	7500	-2.302425	-180.357201
49	0.176777	7500	-2.233850	-182.591051
50	0.168070	7500	-2.185817	-184.776868
51	0.159626	7500	-2.136835	-186.913703
52	0.151441	7500	-2.092611	-189.006313
53	0.143514	7500	-2.022518	-191.028832
54	0.135841	7500	-1.965550	-192.994381
55	0.128420	7500	-1.928387	-194.922768
56	0.121247	7500	-1.880537	-196.803306
57	0.114320	7500	-1.828669	-198.631974
58	0.107637	7500	-1.771535	-200.403509
59	0.101193	7500	-1.716246	-202.119755
60	0.094986	7500	-1.665521	-203.785276
61	0.089014	7500	-1.630021	-205.415296
62	0.083273	7500	-1.573702	-206.988998
63	0.077760	7500	-1.525103	-208.514101
64	0.072472	7500	-1.475669	-209.989770
65	0.067406	7500	-1.413923	-211.403693
66	0.062558	7500	-1.370214	-212.773906
67	0.057926	7500	-1.313923	-214.087829
68	0.053506	7500	-1.269782	-215.357611
69	0.049295	7500	-1.223005	-216.580616
70	0.045289	7500	-1.161246	-217.741861
71	0.041485	7500	-1.122834	-218.864695
72	0.037880	7500	-1.071629	-219.936325
73	0.034469	7500	-1.029160	-220.965484
74	0.031250	7500	-0.975923	-221.941407
75	0.028218	7500	-0.924914	-222.866321
76	0.025370	7500	-0.871180	-223.737501
77	0.022702	7500	-0.827623	-224.565125
78	0.020209	7500	-0.781817	-225.346941
79	0.017889	7500	-0.737050	-226.083991
80	0.015736	7500	-0.686221	-226.770213
81	0.013746	7500	-0.635532	-227.405745
82	0.011916	7500	-0.593398	-227.999143
83	0.010240	7500	-0.538721	-228.537865
84	0.008714	7500	-0.498829	-229.036694
85	0.007334	7500	-0.457852	-229.494546
86	0.006093	7500	-0.415742	-229.910288
87	0.004988	7500	-0.373477	-230.283765
88	0.004013	7500	-0.332365	-230.616130
89	0.003162	7500	-0.282930	-230.899060
90	0.002430	7500	-0.250586	-231.149646
91	0.001810	7500	-0.210632	-231.360278
92	0.001296	7500	-0.175979	-231.536257
93	0.000882	7500	-0.141523	-231.677779
94	0.000559	7500	-0.109685	-231.787464
95	0.000320	7500	-0.081986	-231.869451
96	0.000156	7500	-0.055796	-231.925247
97	0.000057	7500	-0.033845	-231.959093
98	0.000010	7500	-0.015863	-231.974956
99	0.000000	7500	-0.003400	-231.978356
Log marginal likelihood:	-231.978356
