Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.204775	-5.204775
1	0.950747	7500	-5.119927	-10.324702
2	0.926679	7500	-5.054929	-15.379631
3	0.902980	7500	-5.013865	-20.393496
4	0.879648	7500	-4.925131	-25.318628
5	0.856682	7500	-4.835429	-30.154056
6	0.834079	7500	-4.774836	-34.928892
7	0.811838	7500	-4.707620	-39.636512
8	0.789957	7500	-4.659421	-44.295933
9	0.768433	7500	-4.573737	-48.869671
10	0.747266	7500	-4.506185	-53.375856
11	0.726452	7500	-4.439590	-57.815446
12	0.705989	7500	-4.356413	-62.171859
13	0.685877	7500	-4.304788	-66.476647
14	0.666112	7500	-4.260433	-70.737081
15	0.646693	7500	-4.163258	-74.900338
16	0.627618	7500	-4.123668	-79.024006
17	0.608884	7500	-4.033377	-83.057383
18	0.590490	7500	-3.971763	-87.029146
19	0.572433	7500	-3.955510	-90.984656
20	0.554712	7500	-3.844489	-94.829145
21	0.537324	7500	-3.791034	-98.620179
22	0.520268	7500	-3.709676	-102.329855
23	0.503540	7500	-3.663836	-105.993691
24	0.487139	7500	-3.604968	-109.598658
25	0.471063	7500	-3.537420	-113.136079
26	0.455310	7500	-3.499944	-116.636023
27	0.439877	7500	-3.435028	-120.071051
28	0.424762	7500	-3.354457	-123.425508
29	0.409963	7500	-3.310776	-126.736283
30	0.395478	7500	-3.261943	-129.998226
31	0.381305	7500	-3.218231	-133.216457
32	0.367440	7500	-3.118154	-136.334611
33	0.353883	7500	-3.080395	-139.415006
34	0.340630	7500	-3.030033	-142.445039
35	0.327680	7500	-2.977336	-145.422375
36	0.315030	7500	-2.928680	-148.351055
37	0.302677	7500	-2.862149	-151.213204
38	0.290619	7500	-2.807532	-154.020736
39	0.278855	7500	-2.777408	-156.798144
40	0.267381	7500	-2.704740	-159.502883
41	0.256195	7500	-2.665657	-162.168541
42	0.245294	7500	-2.592541	-164.761082
43	0.234677	7500	-2.555217	-167.316298
44	0.224340	7500	-2.490811	-169.807109
45	0.214281	7500	-2.443356	-172.250465
46	0.204498	7500	-2.376348	-174.626813
47	0.194988	7500	-2.334934	-176.961747
48	0.185749	7500	-2.283098	-179.244845
49	0.176777	7500	-2.237447	-181.482292
50	0.168070	7500	-2.181398	-183.663690
51	0.159626	7500	-2.137380	-185.801070
52	0.151441	7500	-2.071005	-187.872075
53	0.143514	7500	-2.033031	-189.905106
54	0.135841	7500	-1.976519	-191.881625
55	0.128420	7500	-1.926953	-193.808577
56	0.121247	7500	-1.873124	-195.681701
57	0.114320	7500	-1.814976	-197.496677
58	0.107637	7500	-1.769155	-199.265832
59	0.101193	7500	-1.728914	-200.994746
60	0.094986	7500	-1.670319	-202.665064
61	0.089014	7500	-1.617668	-204.282732
62	0.083273	7500	-1.562026	-205.844758
63	0.077760	7500	-1.525408	-207.370166
64	0.072472	7500	-1.461298	-208.831464
65	0.067406	7500	-1.429623	-210.261087
66	0.062558	7500	-1.368634	-211.629721
67	0.057926	7500	-1.318844	-212.948565
68	0.053506	7500	-1.257049	-214.205614
69	0.049295	7500	-1.212936	-215.418550
70	0.045289	7500	-1.168033	-216.586583
71	0.041485	7500	-1.132159	-217.718742
72	0.037880	7500	-1.064193	-218.782935
73	0.034469	7500	-1.010151	-219.793086
74	0.031250	7500	-0.970358	-220.763444
75	0.028218	7500	-0.921573	-221.685017
76	0.025370	7500	-0.869220	-222.554237
77	0.022702	7500	-0.817679	-223.371916
78	0.020209	7500	-0.780546	-224.152462
79	0.017889	7500	-0.728443	-224.880906
80	0.015736	7500	-0.686019	-225.566925
81	0.013746	7500	-0.640798	-226.207722
82	0.011916	7500	-0.588328	-226.796050
83	0.010240	7500	-0.540321	-227.336371
84	0.008714	7500	-0.495111	-227.831481
85	0.007334	7500	-0.444762	-228.276243
86	0.006093	7500	-0.403450	-228.679693
87	0.004988	7500	-0.370330	-229.050024
88	0.004013	7500	-0.327620	-229.377643
89	0.003162	7500	-0.285382	-229.663025
90	0.002430	7500	-0.248024	-229.911049
91	0.001810	7500	-0.209747	-230.120795
92	0.001296	7500	-0.176075	-230.296870
93	0.000882	7500	-0.140819	-230.437689
94	0.000559	7500	-0.107651	-230.545341
95	0.000320	7500	-0.080419	-230.625760
96	0.000156	7500	-0.055856	-230.681616
97	0.000057	7500	-0.034068	-230.715684
98	0.000010	7500	-0.015762	-230.731446
99	0.000000	7500	-0.003428	-230.734874
Log marginal likelihood:	-230.734874
