Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-5.215155	-5.215155
1	0.950747	7500	-5.128806	-10.343961
2	0.926679	7500	-5.049513	-15.393473
3	0.902980	7500	-5.014517	-20.407990
4	0.879648	7500	-4.908485	-25.316475
5	0.856682	7500	-4.862276	-30.178750
6	0.834079	7500	-4.768255	-34.947005
7	0.811838	7500	-4.701059	-39.648064
8	0.789957	7500	-4.671397	-44.319461
9	0.768433	7500	-4.573957	-48.893418
10	0.747266	7500	-4.513444	-53.406862
11	0.726452	7500	-4.408165	-57.815027
12	0.705989	7500	-4.371230	-62.186257
13	0.685877	7500	-4.272048	-66.458305
14	0.666112	7500	-4.195209	-70.653515
15	0.646693	7500	-4.145558	-74.799073
16	0.627618	7500	-4.109372	-78.908445
17	0.608884	7500	-4.022809	-82.931254
18	0.590490	7500	-3.995579	-86.926833
19	0.572433	7500	-3.936620	-90.863453
20	0.554712	7500	-3.844536	-94.707989
21	0.537324	7500	-3.805663	-98.513652
22	0.520268	7500	-3.753892	-102.267544
23	0.503540	7500	-3.658499	-105.926043
24	0.487139	7500	-3.581360	-109.507403
25	0.471063	7500	-3.530617	-113.038019
26	0.455310	7500	-3.465693	-116.503712
27	0.439877	7500	-3.456277	-119.959989
28	0.424762	7500	-3.369471	-123.329460
29	0.409963	7500	-3.289269	-126.618729
30	0.395478	7500	-3.268296	-129.887025
31	0.381305	7500	-3.211366	-133.098391
32	0.367440	7500	-3.150427	-136.248818
33	0.353883	7500	-3.091528	-139.340347
34	0.340630	7500	-3.046231	-142.386578
35	0.327680	7500	-2.979252	-145.365829
36	0.315030	7500	-2.927172	-148.293001
37	0.302677	7500	-2.876134	-151.169136
38	0.290619	7500	-2.805125	-153.974260
39	0.278855	7500	-2.769033	-156.743293
40	0.267381	7500	-2.712711	-159.456004
41	0.256195	7500	-2.637306	-162.093310
42	0.245294	7500	-2.606260	-164.699571
43	0.234677	7500	-2.557667	-167.257238
44	0.224340	7500	-2.477816	-169.735054
45	0.214281	7500	-2.442668	-172.177722
46	0.204498	7500	-2.391468	-174.569190
47	0.194988	7500	-2.332844	-176.902034
48	0.185749	7500	-2.277722	-179.179756
49	0.176777	7500	-2.236936	-181.416692
50	0.168070	7500	-2.182672	-183.599364
51	0.159626	7500	-2.124826	-185.724190
52	0.151441	7500	-2.075674	-187.799864
53	0.143514	7500	-2.027380	-189.827244
54	0.135841	7500	-1.973182	-191.800427
55	0.128420	7500	-1.935382	-193.735809
56	0.121247	7500	-1.876268	-195.612077
57	0.114320	7500	-1.824896	-197.436973
58	0.107637	7500	-1.767870	-199.204843
59	0.101193	7500	-1.719423	-200.924266
60	0.094986	7500	-1.661852	-202.586118
61	0.089014	7500	-1.613442	-204.199560
62	0.083273	7500	-1.579255	-205.778815
63	0.077760	7500	-1.511481	-207.290296
64	0.072472	7500	-1.472509	-208.762806
65	0.067406	7500	-1.416569	-210.179374
66	0.062558	7500	-1.366039	-211.545414
67	0.057926	7500	-1.317903	-212.863317
68	0.053506	7500	-1.267225	-214.130542
69	0.049295	7500	-1.211826	-215.342368
70	0.045289	7500	-1.170854	-216.513222
71	0.041485	7500	-1.117591	-217.630813
72	0.037880	7500	-1.073527	-218.704340
73	0.034469	7500	-1.020421	-219.724762
74	0.031250	7500	-0.972027	-220.696789
75	0.028218	7500	-0.926610	-221.623399
76	0.025370	7500	-0.872817	-222.496216
77	0.022702	7500	-0.831726	-223.327942
78	0.020209	7500	-0.774377	-224.102318
79	0.017889	7500	-0.726700	-224.829018
80	0.015736	7500	-0.676994	-225.506012
81	0.013746	7500	-0.644497	-226.150509
82	0.011916	7500	-0.585507	-226.736016
83	0.010240	7500	-0.538042	-227.274058
84	0.008714	7500	-0.493070	-227.767128
85	0.007334	7500	-0.459958	-228.227085
86	0.006093	7500	-0.406821	-228.633906
87	0.004988	7500	-0.373440	-229.007345
88	0.004013	7500	-0.327136	-229.334481
89	0.003162	7500	-0.286102	-229.620584
90	0.002430	7500	-0.249074	-229.869657
91	0.001810	7500	-0.206704	-230.076361
92	0.001296	7500	-0.171640	-230.248001
93	0.000882	7500	-0.140176	-230.388177
94	0.000559	7500	-0.109774	-230.497951
95	0.000320	7500	-0.081478	-230.579429
96	0.000156	7500	-0.055882	-230.635311
97	0.000057	7500	-0.034086	-230.669397
98	0.000010	7500	-0.015955	-230.685353
99	0.000000	7500	-0.003411	-230.688764
Log marginal likelihood:	-230.688764
